metric,term,beta,SE,OR_nonIBD_vs_IBD,OR_low_95Wald,OR_high_95Wald,LRT_p,n_species_pairs,n_rows
HGT,groupnon-IBD,-0.3530829417917626,0.02606163971708424,0.7025189227825385,0.6675347997316491,0.7393364916195228,8.408243357392444e-42,480,960
