cohort,species_pair,n_total_pairs,n_hgt_pairs,hgt_rate,phylo_dist,trait_value
Dutch,152_1-257_1,3,0,0.0,0.496261278,0
Dutch,152_1-268_1,8,0,0.0,1.4866037139999997,1
Dutch,152_1-26_2,27,0,0.0,2.404931192,1
Dutch,152_1-294_1,3,0,0.0,1.6483011739999998,0
Dutch,152_1-314_1,1,0,0.0,1.6822068029999997,0
Dutch,152_1-318_21,4,0,0.0,1.675513276,0
Dutch,152_1-326_1,51,0,0.0,1.725812909,0
Dutch,152_1-32_1,12,0,0.0,2.289193873,1
Dutch,152_1-330_1,4,0,0.0,1.828133358,0
Dutch,152_1-333_1,1,0,0.0,1.7935870129999996,0
Dutch,152_1-334_1,2,0,0.0,1.809605173,0
Dutch,152_1-334_3,5,0,0.0,1.816751537,0
Dutch,152_1-335_1,150,0,0.0,1.806808676,0
Dutch,152_1-37_1,4,0,0.0,2.300360806,1
Dutch,152_1-39_2,4,0,0.0,2.294205462,1
Dutch,152_1-39_5,5,0,0.0,2.298968459,1
Dutch,152_1-40_1,3,0,0.0,2.295779347,1
Dutch,152_1-42_2,7,0,0.0,2.289668105,1
Dutch,152_1-43_1,5,0,0.0,2.296257115,1
Dutch,152_1-44_1,5,0,0.0,2.301329253,1
Dutch,152_1-44_3,8,0,0.0,2.302039693,1
Dutch,152_1-44_4,1,0,0.0,2.310601419,1
Dutch,152_1-45_1,20,0,0.0,2.3815060059999995,1
Dutch,152_1-46_1,32,0,0.0,2.2501293819999995,1
Dutch,152_1-48_2,47,5,0.10638297872340426,2.312351382,1
Dutch,152_1-50_1,6,0,0.0,2.307314299,1
Dutch,152_1-51_1,5,0,0.0,2.3098925289999994,1
Dutch,152_1-66_5,107,0,0.0,1.923853559,1
Dutch,152_1-69_1,1,0,0.0,1.921005515,1
Dutch,154_1-20_1,2,0,0.0,2.441662228,1
Dutch,154_1-229_3,3,0,0.0,1.5228112019999993,1
Dutch,154_1-257_1,2,0,0.0,0.5454704289999999,0
Dutch,154_1-290_1,6,0,0.0,1.055093732,1
Dutch,154_1-297_1,1,0,0.0,1.353165448,1
Dutch,154_1-32_1,2,0,0.0,2.3384030239999998,1
Dutch,154_1-333_1,3,0,0.0,1.842796164,0
Dutch,154_1-334_1,2,0,0.0,1.858814324,0
Dutch,154_1-335_1,22,0,0.0,1.8560178269999996,0
Dutch,154_1-39_5,1,0,0.0,2.34817761,1
Dutch,154_1-42_2,1,0,0.0,2.3388772559999995,1
Dutch,154_1-43_1,3,0,0.0,2.345466266,1
Dutch,154_1-44_3,1,0,0.0,2.351248844,1
Dutch,154_1-45_1,7,0,0.0,2.4307151569999994,1
Dutch,154_1-46_1,2,0,0.0,2.299338533,1
Dutch,154_1-48_2,9,0,0.0,2.361560533,1
Dutch,154_1-50_1,3,0,0.0,2.35652345,1
Dutch,154_1-66_5,13,0,0.0,1.97306271,1
Dutch,154_1-69_1,1,0,0.0,1.970214666,1
Dutch,154_1-90_1,6,0,0.0,1.4867356249999992,0
Dutch,161_1-171_1,2,0,0.0,0.5362578280000001,1
Dutch,161_1-229_3,5,0,0.0,1.4979780139999996,1
Dutch,161_1-298_1,13,0,0.0,1.541948894,0
Dutch,161_1-318_13,2,0,0.0,1.707391215,0
Dutch,161_1-326_1,1,0,0.0,1.7501888719999998,0
Dutch,161_1-32_1,10,0,0.0,2.313569836,1
Dutch,161_1-335_1,41,0,0.0,1.831184639,0
Dutch,161_1-43_1,1,0,0.0,2.320633078,1
Dutch,161_1-45_1,16,0,0.0,2.405881969,1
Dutch,161_1-46_1,3,0,0.0,2.274505345,1
Dutch,161_1-48_2,2,0,0.0,2.3367273449999995,1
Dutch,161_1-52_1,1,0,0.0,2.338803333,1
Dutch,161_1-66_5,13,0,0.0,1.948229522,1
Dutch,171_1-229_3,14,0,0.0,1.5348856019999997,2
Dutch,171_1-240_1,1,0,0.0,1.5768607469999996,2
Dutch,171_1-26_2,1,0,0.0,2.466214743,2
Dutch,171_1-297_1,1,0,0.0,1.3652398480000003,2
Dutch,171_1-298_1,26,0,0.0,1.578856482,1
Dutch,171_1-318_21,4,0,0.0,1.736796827,1
Dutch,171_1-326_1,3,0,0.0,1.78709646,1
Dutch,171_1-32_1,13,0,0.0,2.350477424,2
Dutch,171_1-333_1,1,0,0.0,1.854870564,1
Dutch,171_1-334_3,1,0,0.0,1.878035088,1
Dutch,171_1-335_1,23,0,0.0,1.868092227,1
Dutch,171_1-39_2,5,0,0.0,2.355489013,2
Dutch,171_1-42_2,3,0,0.0,2.350951656,2
Dutch,171_1-43_1,2,0,0.0,2.357540666,2
Dutch,171_1-44_3,2,0,0.0,2.363323244,2
Dutch,171_1-45_1,6,0,0.0,2.442789557,2
Dutch,171_1-46_1,6,0,0.0,2.311412933,2
Dutch,171_1-48_2,12,0,0.0,2.3736349329999995,2
Dutch,171_1-52_1,2,0,0.0,2.375710921,2
Dutch,171_1-66_5,51,0,0.0,1.98513711,2
Dutch,171_1-90_1,1,0,0.0,1.4988100249999996,1
Dutch,173_1-229_3,2,0,0.0,1.5192992019999996,2
Dutch,173_1-26_2,5,0,0.0,2.4506283429999995,2
Dutch,173_1-326_1,2,0,0.0,1.7715100599999998,1
Dutch,173_1-333_1,10,0,0.0,1.839284164,1
Dutch,173_1-335_1,3,0,0.0,1.852505827,1
Dutch,173_1-42_2,1,0,0.0,2.335365256,2
Dutch,173_1-44_3,2,0,0.0,2.3477368439999995,2
Dutch,173_1-45_1,2,0,0.0,2.427203157,2
Dutch,173_1-46_1,2,0,0.0,2.295826533,2
Dutch,173_1-48_2,2,0,0.0,2.3580485329999994,2
Dutch,173_1-66_5,12,0,0.0,1.96955071,2
Dutch,173_1-90_1,4,0,0.0,1.4832236249999995,1
Dutch,175_1-178_2,6,0,0.0,0.2554286760000002,0
Dutch,175_1-20_1,6,0,0.0,2.605222726,1
Dutch,175_1-26_2,4,0,0.0,2.617700841,1
Dutch,175_1-29_1,2,0,0.0,2.517713459,1
Dutch,175_1-318_13,6,0,0.0,1.895784901,0
Dutch,175_1-318_19,2,0,0.0,1.889006897,0
Dutch,175_1-326_1,2,0,0.0,1.938582558,0
Dutch,175_1-330_1,2,0,0.0,2.040903007,0
Dutch,175_1-335_1,44,0,0.0,2.0195783249999995,0
Dutch,175_1-37_1,1,0,0.0,2.5131304549999998,1
Dutch,175_1-39_5,5,0,0.0,2.511738108,1
Dutch,175_1-44_3,1,0,0.0,2.514809342,1
Dutch,175_1-45_1,2,0,0.0,2.5942756549999992,1
Dutch,175_1-48_2,12,0,0.0,2.525121031,1
Dutch,176_1-229_3,10,0,0.0,1.0597195179999996,1
Dutch,176_1-335_1,35,0,0.0,1.992001513,0
Dutch,178_2-20_1,10,0,0.0,2.667146844,1
Dutch,178_2-26_2,7,0,0.0,2.6796249589999994,1
Dutch,178_2-283_1,1,0,0.0,1.636613116,1
Dutch,178_2-29_1,3,0,0.0,2.579637577,1
Dutch,178_2-326_1,1,0,0.0,2.000506676,0
Dutch,178_2-32_1,2,0,0.0,2.5638876399999995,1
Dutch,178_2-330_1,3,0,0.0,2.102827125,0
Dutch,178_2-335_1,21,0,0.0,2.081502443,0
Dutch,178_2-39_2,1,0,0.0,2.568899229,1
Dutch,178_2-42_2,2,0,0.0,2.564361872,1
Dutch,178_2-43_1,3,0,0.0,2.570950882,1
Dutch,178_2-44_3,4,0,0.0,2.57673346,1
Dutch,178_2-45_1,8,0,0.0,2.6561997729999995,1
Dutch,178_2-48_2,12,0,0.0,2.587045149,1
Dutch,178_2-66_5,6,0,0.0,2.198547326,1
Dutch,178_2-90_1,4,0,0.0,1.1131448709999994,0
Dutch,178_2-92_1,2,0,0.0,1.176261737,0
Dutch,179_1-208_1,3,0,0.0,1.233259685,0
Dutch,179_1-20_1,2,0,0.0,2.186931759,1
Dutch,179_1-223_1,11,0,0.0,1.1075272689999998,1
Dutch,179_1-228_2,1,0,0.0,1.212665384,1
Dutch,179_1-229_1,8,0,0.0,1.1938356149999994,1
Dutch,179_1-229_3,167,0,0.0,1.1942607229999993,1
Dutch,179_1-233_3,48,0,0.0,1.1965933599999996,1
Dutch,179_1-234_3,3,0,0.0,1.196338855,1
Dutch,179_1-257_1,3,0,0.0,1.1224636039999996,0
Dutch,179_1-26_2,65,0,0.0,2.199409874,1
Dutch,179_1-283_1,6,0,0.0,1.1563980309999995,1
Dutch,179_1-295_0,1,0,0.0,1.241001395,0
Dutch,179_1-298_1,2,0,0.0,1.238231603,0
Dutch,179_1-308_1,1,0,0.0,1.5716769599999998,1
Dutch,179_1-326_1,14,0,0.0,1.520291591,0
Dutch,179_1-32_1,4,0,0.0,2.083672555,1
Dutch,179_1-330_1,15,0,0.0,1.6226120399999997,0
Dutch,179_1-332_1,2,0,0.0,1.649224407,0
Dutch,179_1-333_1,3,0,0.0,1.5880656949999998,0
Dutch,179_1-334_1,6,0,0.0,1.604083855,0
Dutch,179_1-334_3,16,0,0.0,1.611230219,0
Dutch,179_1-335_1,165,0,0.0,1.6012873579999998,0
Dutch,179_1-36_1,1,0,0.0,2.101303075,1
Dutch,179_1-37_1,2,0,0.0,2.0948394879999994,1
Dutch,179_1-38_1,1,0,0.0,2.080730596,1
Dutch,179_1-39_5,6,0,0.0,2.093447141,1
Dutch,179_1-42_2,13,0,0.0,2.084146787,1
Dutch,179_1-44_1,9,0,0.0,2.0958079349999994,1
Dutch,179_1-44_3,10,1,0.1,2.096518375,1
Dutch,179_1-44_4,1,0,0.0,2.105080101,1
Dutch,179_1-45_1,221,0,0.0,2.175984688,1
Dutch,179_1-46_1,36,0,0.0,2.044608064,1
Dutch,179_1-48_2,27,0,0.0,2.106830064,1
Dutch,179_1-52_1,3,0,0.0,2.108906052,1
Dutch,179_1-66_5,92,0,0.0,1.718332241,1
Dutch,179_1-76_1,3,0,0.0,1.7140515119999995,1
Dutch,179_1-76_2,3,0,0.0,1.7147060770000002,1
Dutch,179_1-76_3,3,0,0.0,1.704504902,1
Dutch,179_1-77_1,2,0,0.0,1.7028298629999998,1
Dutch,179_1-9_2,1,0,0.0,1.879241606,1
Dutch,17_1-335_1,32,0,0.0,1.8463955629999995,1
Dutch,17_1-43_1,2,0,0.0,0.5990061620000002,2
Dutch,17_1-45_1,70,0,0.0,0.6842550529999998,2
Dutch,17_1-46_1,8,0,0.0,0.5528784290000002,2
Dutch,17_1-48_2,2,0,0.0,0.615100429,2
Dutch,17_1-66_5,46,0,0.0,1.7591930399999998,2
Dutch,17_1-92_1,2,0,0.0,2.292624131,1
Dutch,182_1-20_1,4,0,0.0,2.248230948,2
Dutch,182_1-326_1,8,0,0.0,1.58159078,1
Dutch,182_1-32_1,16,0,0.0,2.144971744,2
Dutch,182_1-334_1,4,0,0.0,1.665383044,1
Dutch,182_1-45_1,8,0,0.0,2.2372838769999994,2
Dutch,182_1-48_2,12,0,0.0,2.168129253,2
Dutch,182_1-66_5,24,0,0.0,1.7796314299999998,2
Dutch,183_1-211_1,3,0,0.0,1.3390618399999996,2
Dutch,183_1-228_2,2,0,0.0,0.7191591999999996,2
Dutch,183_1-268_1,2,0,0.0,0.7137562019999995,2
Dutch,183_1-283_1,12,0,0.0,1.228115565,2
Dutch,183_1-297_1,6,0,0.0,0.5710771430000001,2
Dutch,183_1-326_1,10,0,0.0,1.5920091249999997,1
Dutch,183_1-334_1,4,0,0.0,1.675801389,1
Dutch,183_1-335_1,10,0,0.0,1.6730048919999996,1
Dutch,183_1-48_2,2,0,0.0,2.1785475979999998,2
Dutch,183_1-66_5,21,0,0.0,1.7900497749999995,2
Dutch,190_1-229_3,6,0,0.0,1.3916268099999995,2
Dutch,190_1-26_2,6,0,0.0,2.3229559509999995,2
Dutch,190_1-283_1,24,0,0.0,0.6056071900000002,2
Dutch,190_1-42_2,12,0,0.0,2.207692864,2
Dutch,190_1-45_1,6,0,0.0,2.299530765,2
Dutch,190_1-48_2,18,0,0.0,2.230376141,2
Dutch,190_1-76_3,6,0,0.0,1.828050979,2
Dutch,196_1-229_3,4,0,0.0,0.788679914999999,2
Dutch,196_1-326_1,2,0,0.0,1.5770719769999997,1
Dutch,196_1-32_1,6,0,0.0,2.1404529409999995,2
Dutch,196_1-330_1,6,0,0.0,1.6793924259999995,1
Dutch,196_1-334_1,20,0,0.0,1.660864241,1
Dutch,196_1-334_3,5,0,0.0,1.668010605,1
Dutch,196_1-335_1,58,0,0.0,1.6580677439999996,1
Dutch,196_1-42_1,2,0,0.0,2.141719452,2
Dutch,196_1-43_1,3,0,0.0,2.147516183,2
Dutch,196_1-44_1,1,0,0.0,2.152588320999999,2
Dutch,196_1-45_1,2,0,0.0,2.232765073999999,2
Dutch,196_1-46_1,4,0,0.0,2.1013884499999995,2
Dutch,196_1-48_2,5,0,0.0,2.16361045,2
Dutch,196_1-62_1,1,0,0.0,1.753699872,2
Dutch,196_1-66_3,4,0,0.0,1.7821548429999998,2
Dutch,196_1-66_5,45,0,0.0,1.775112627,2
Dutch,196_1-76_2,6,0,0.0,1.771486463,2
Dutch,196_1-9_1,1,0,0.0,1.938753457,2
Dutch,19_1-20_1,4,0,0.0,0.0556552860000003,2
Dutch,19_1-240_1,1,0,0.0,2.4612968269999995,2
Dutch,19_1-26_2,4,0,0.0,0.141253491,2
Dutch,19_1-298_1,1,0,0.0,2.463292562,1
Dutch,19_1-318_19,1,0,0.0,1.869562975,1
Dutch,19_1-32_1,1,0,0.0,0.4791180259999996,2
Dutch,19_1-335_1,93,0,0.0,2.000134403,1
Dutch,19_1-37_1,1,0,0.0,0.4902849589999998,2
Dutch,19_1-39_2,1,0,0.0,0.484129615,2
Dutch,19_1-42_2,6,0,0.0,0.4795922579999998,2
Dutch,19_1-43_1,2,0,0.0,0.4861812680000001,2
Dutch,19_1-44_1,1,0,0.0,0.4912534059999998,2
Dutch,19_1-44_3,3,0,0.0,0.491963846,2
Dutch,19_1-45_1,18,0,0.0,0.166652027,2
Dutch,19_1-46_1,4,0,0.0,0.4400535350000001,2
Dutch,19_1-48_2,1,0,0.0,0.5022755349999999,2
Dutch,19_1-4_3,4,0,0.0,1.0064083569999998,2
Dutch,19_1-66_5,26,0,0.0,1.91293188,2
Dutch,19_1-9_2,1,0,0.0,1.1550855709999994,2
Dutch,200_1-20_1,1,0,0.0,2.173459789,2
Dutch,200_1-318_40,1,0,0.0,1.4576260459999997,1
Dutch,200_1-32_1,1,0,0.0,2.070200585,2
Dutch,200_1-335_1,7,0,0.0,1.587815388,1
Dutch,200_1-42_2,1,0,0.0,2.070674817,2
Dutch,200_1-45_1,4,0,0.0,2.1625127179999994,2
Dutch,200_1-46_1,1,0,0.0,2.0311360939999994,2
Dutch,200_1-66_5,6,0,0.0,1.7048602709999998,2
Dutch,208_1-257_1,1,0,0.0,1.318756109,0
Dutch,208_1-26_2,1,0,0.0,1.872468587,1
Dutch,208_1-333_1,1,0,0.0,1.261124408,0
Dutch,208_1-335_1,4,0,0.0,1.274346071,0
Dutch,208_1-39_5,3,0,0.0,1.7665058539999996,1
Dutch,208_1-45_1,1,0,0.0,1.849043401,1
Dutch,208_1-46_1,1,0,0.0,1.7176667769999998,1
Dutch,208_1-48_2,3,0,0.0,1.7798887769999996,1
Dutch,208_1-66_5,5,0,0.0,1.3913909539999998,1
Dutch,208_1-76_1,1,0,0.0,1.3871102250000005,1
Dutch,208_1-76_3,1,0,0.0,1.377563615,1
Dutch,20_1-213_1,1,0,0.0,1.927566656,2
Dutch,20_1-223_1,6,0,0.0,2.3313118579999994,2
Dutch,20_1-229_3,6,0,0.0,2.418045311999999,2
Dutch,20_1-233_3,8,0,0.0,2.4203779489999997,2
Dutch,20_1-234_1,1,0,0.0,2.4135146619999994,2
Dutch,20_1-240_1,1,0,0.0,2.4600204569999997,2
Dutch,20_1-246_1,1,0,0.0,2.2850686559999995,2
Dutch,20_1-24_2,3,0,0.0,0.135798898,2
Dutch,20_1-252_1,3,0,0.0,2.138777708,1
Dutch,20_1-257_1,7,0,0.0,2.2724281829999997,1
Dutch,20_1-269_1,5,0,0.0,2.426143223999999,2
Dutch,20_1-26_2,58,20,0.3448275862068966,0.1399771210000002,2
Dutch,20_1-283_1,19,0,0.0,2.3063626099999994,2
Dutch,20_1-297_1,2,0,0.0,2.248399558,2
Dutch,20_1-298_1,68,0,0.0,2.462016192,1
Dutch,20_1-29_1,3,0,0.0,0.4935915930000001,2
Dutch,20_1-308_1,2,0,0.0,1.969247635,2
Dutch,20_1-317_1,2,0,0.0,1.881088412,1
Dutch,20_1-318_19,8,0,0.0,1.868286605,1
Dutch,20_1-318_20,2,0,0.0,1.868113136,2
Dutch,20_1-318_21,7,0,0.0,1.867562633,1
Dutch,20_1-318_35,4,0,0.0,1.870370809,1
Dutch,20_1-318_38,6,0,0.0,1.869709917,1
Dutch,20_1-318_40,1,0,0.0,1.868668691,1
Dutch,20_1-31_2,10,0,0.0,0.428164373,2
Dutch,20_1-326_1,39,0,0.0,1.917862266,1
Dutch,20_1-32_1,65,38,0.5846153846153846,0.4778416559999998,2
Dutch,20_1-330_1,19,0,0.0,2.020182715,1
Dutch,20_1-332_1,25,0,0.0,2.046795082,1
Dutch,20_1-333_1,13,0,0.0,1.98563637,1
Dutch,20_1-334_1,51,0,0.0,2.00165453,1
Dutch,20_1-334_3,31,0,0.0,2.008800894,1
Dutch,20_1-335_1,1055,0,0.0,1.998858033,1
Dutch,20_1-34_1,12,3,0.25,0.51785009,2
Dutch,20_1-36_1,7,1,0.14285714285714285,0.4954721759999998,2
Dutch,20_1-37_1,2,0,0.0,0.4890085889999995,2
Dutch,20_1-38_1,1,0,0.0,0.4748996970000001,2
Dutch,20_1-39_2,17,2,0.11764705882352941,0.4828532449999998,2
Dutch,20_1-39_5,46,22,0.4782608695652174,0.4876162420000001,2
Dutch,20_1-42_2,54,15,0.2777777777777778,0.478315888,2
Dutch,20_1-43_1,18,7,0.3888888888888889,0.4849048980000003,2
Dutch,20_1-44_1,4,1,0.25,0.4899770359999995,2
Dutch,20_1-44_3,61,18,0.29508196721311475,0.4906874760000002,2
Dutch,20_1-45_1,493,96,0.1947261663286004,0.1653756569999998,2
Dutch,20_1-46_1,66,21,0.3181818181818182,0.4387771649999998,2
Dutch,20_1-47_2,1,0,0.0,0.4431866799999997,2
Dutch,20_1-48_2,287,91,0.3170731707317073,0.5009991650000001,2
Dutch,20_1-4_3,18,4,0.2222222222222222,1.0051319869999995,2
Dutch,20_1-50_1,15,1,0.06666666666666667,0.4959620819999997,2
Dutch,20_1-51_1,2,0,0.0,0.4985403119999998,2
Dutch,20_1-52_1,3,1,0.3333333333333333,0.5030751529999997,2
Dutch,20_1-66_4,2,0,0.0,1.913137304,2
Dutch,20_1-66_5,412,0,0.0,1.91165551,2
Dutch,20_1-69_3,6,0,0.0,1.910312152,2
Dutch,20_1-76_2,10,0,0.0,1.908029346,2
Dutch,20_1-76_3,1,0,0.0,1.897828171,2
Dutch,20_1-90_1,13,0,0.0,2.3819697349999998,1
Dutch,20_1-92_1,4,0,0.0,2.4450866009999994,1
Dutch,20_1-9_2,28,24,0.8571428571428571,1.1538092009999996,2
Dutch,211_1-228_2,1,0,0.0,1.51686252,2
Dutch,211_1-233_3,15,0,0.0,1.5007904959999998,2
Dutch,211_1-268_1,1,0,0.0,1.5114595219999991,2
Dutch,211_1-26_2,12,0,0.0,1.906553208,2
Dutch,211_1-283_1,13,0,0.0,1.386775157,2
Dutch,211_1-297_1,3,0,0.0,1.328812105,2
Dutch,211_1-326_1,94,0,0.0,1.2274349250000005,1
Dutch,211_1-331_1,3,0,0.0,1.3083314730000002,1
Dutch,211_1-334_1,35,0,0.0,1.311227189,1
Dutch,211_1-335_1,5,0,0.0,1.3084306919999995,1
Dutch,211_1-48_2,1,0,0.0,1.813973398,2
Dutch,211_1-66_3,12,0,0.0,1.432517791,2
Dutch,211_1-66_5,85,0,0.0,1.425475575,2
Dutch,211_1-76_2,57,0,0.0,1.4218494110000002,2
Dutch,211_1-80_1,11,0,0.0,1.3278573350000005,2
Dutch,213_1-318_38,1,0,0.0,1.212774139,1
Dutch,213_1-335_1,3,0,0.0,1.3419222549999998,1
Dutch,213_1-45_1,2,0,0.0,1.916619585,2
Dutch,213_1-46_1,4,0,0.0,1.7852429609999998,2
Dutch,213_1-66_5,2,0,0.0,1.4589671379999998,2
Dutch,223_1-228_2,1,0,0.0,0.5359594409999997,2
Dutch,223_1-229_1,1,0,0.0,0.5171296719999998,2
Dutch,223_1-229_3,18,0,0.0,0.5175547799999998,2
Dutch,223_1-233_1,2,0,0.0,0.5186268749999998,2
Dutch,223_1-233_3,1,0,0.0,0.5198874170000001,2
Dutch,223_1-234_1,1,0,0.0,0.5130241299999998,2
Dutch,223_1-234_2,10,0,0.0,0.5096695419999997,2
Dutch,223_1-236_1,1,0,0.0,0.5101365200000001,2
Dutch,223_1-240_1,5,0,0.0,0.5595299249999997,2
Dutch,223_1-252_1,4,0,0.0,1.1331932279999997,1
Dutch,223_1-26_2,29,0,0.0,2.343789973,2
Dutch,223_1-283_1,112,0,0.0,1.30077813,2
Dutch,223_1-312_1,1,0,0.0,1.6276831389999995,1
Dutch,223_1-317_1,1,0,0.0,1.6278978359999996,1
Dutch,223_1-318_21,2,0,0.0,1.6143720569999995,1
Dutch,223_1-318_38,5,0,0.0,1.6165193409999996,1
Dutch,223_1-326_1,17,0,0.0,1.6646716899999996,1
Dutch,223_1-32_1,36,0,0.0,2.2280526539999994,2
Dutch,223_1-330_1,24,0,0.0,1.766992139,1
Dutch,223_1-332_1,2,0,0.0,1.7936045059999997,1
Dutch,223_1-333_1,7,0,0.0,1.7324457939999995,1
Dutch,223_1-334_1,9,0,0.0,1.7484639539999998,1
Dutch,223_1-334_3,32,0,0.0,1.7556103179999991,1
Dutch,223_1-335_1,710,0,0.0,1.7456674569999997,1
Dutch,223_1-34_1,1,0,0.0,2.1337150359999995,2
Dutch,223_1-36_1,3,0,0.0,2.2456831739999994,2
Dutch,223_1-37_1,8,2,0.25,2.239219587,2
Dutch,223_1-39_2,1,0,0.0,2.233064243,2
Dutch,223_1-39_5,13,0,0.0,2.237827239999999,2
Dutch,223_1-41_1,42,0,0.0,2.242359929,2
Dutch,223_1-42_2,12,0,0.0,2.228526886,2
Dutch,223_1-43_1,16,0,0.0,2.2351158959999995,2
Dutch,223_1-44_1,28,0,0.0,2.240188034,2
Dutch,223_1-44_3,43,2,0.046511627906976744,2.2408984739999998,2
Dutch,223_1-44_4,4,0,0.0,2.2494601999999992,2
Dutch,223_1-44_5,1,0,0.0,2.243282215,2
Dutch,223_1-45_1,190,1,0.005263157894736842,2.3203647869999995,2
Dutch,223_1-46_1,56,5,0.08928571428571429,2.1889881629999994,2
Dutch,223_1-47_2,2,0,0.0,2.193397678,2
Dutch,223_1-48_2,137,0,0.0,2.251210162999999,2
Dutch,223_1-4_1,1,0,0.0,2.131544909,2
Dutch,223_1-50_1,2,0,0.0,2.24617308,2
Dutch,223_1-51_1,2,0,0.0,2.2487513099999994,2
Dutch,223_1-52_1,3,0,0.0,2.253286151,2
Dutch,223_1-66_3,1,0,0.0,1.869754556,2
Dutch,223_1-66_4,1,0,0.0,1.8641941339999997,2
Dutch,223_1-66_5,442,0,0.0,1.8627123399999996,2
Dutch,223_1-69_2,2,0,0.0,1.85961638,2
Dutch,223_1-74_1,6,0,0.0,1.855748033,2
Dutch,223_1-76_2,1,0,0.0,1.8590861759999997,2
Dutch,223_1-76_3,1,0,0.0,1.848885001,2
Dutch,223_1-77_1,22,0,0.0,1.8472099619999995,2
Dutch,223_1-77_2,5,0,0.0,1.8475452119999995,2
Dutch,223_1-78_2,1,0,0.0,1.84972844,2
Dutch,223_1-78_3,53,0,0.0,1.84840967,2
Dutch,223_1-90_1,6,0,0.0,0.5513371049999995,1
Dutch,223_1-92_1,2,0,0.0,0.6144539709999997,1
Dutch,223_1-9_2,12,0,0.0,2.023621705,2
Dutch,228_2-229_3,13,0,0.0,0.2328202209999998,2
Dutch,228_2-233_3,2,0,0.0,0.1584108200000002,2
Dutch,228_2-240_1,1,0,0.0,0.2747953660000002,2
Dutch,228_2-268_1,1,0,0.0,0.2458218839999997,2
Dutch,228_2-26_2,3,0,0.0,2.4489280879999997,2
Dutch,228_2-283_1,4,0,0.0,1.4059162449999998,2
Dutch,228_2-297_1,3,0,0.0,0.7488778229999999,2
Dutch,228_2-29_1,1,0,0.0,2.348940706,2
Dutch,228_2-300_1,3,0,0.0,0.9691007789999996,1
Dutch,228_2-326_1,7,0,0.0,1.769809805,1
Dutch,228_2-32_1,5,0,0.0,2.3331907689999998,2
Dutch,228_2-330_1,1,0,0.0,1.872130254,1
Dutch,228_2-332_1,2,0,0.0,1.898742621,1
Dutch,228_2-334_1,9,0,0.0,1.853602069,1
Dutch,228_2-335_1,30,0,0.0,1.8508055719999996,1
Dutch,228_2-36_1,1,0,0.0,2.3508212889999998,2
Dutch,228_2-39_5,1,0,0.0,2.342965355,2
Dutch,228_2-42_2,10,0,0.0,2.3336650009999995,2
Dutch,228_2-43_1,1,0,0.0,2.340254011,2
Dutch,228_2-44_1,6,0,0.0,2.3453261489999995,2
Dutch,228_2-44_3,4,0,0.0,2.346036589,2
Dutch,228_2-45_1,61,0,0.0,2.4255029019999994,2
Dutch,228_2-46_1,11,0,0.0,2.294126278,2
Dutch,228_2-48_2,8,0,0.0,2.356348278,2
Dutch,228_2-4_3,4,0,0.0,2.23760093,2
Dutch,228_2-50_1,1,0,0.0,2.351311195,2
Dutch,228_2-51_1,1,0,0.0,2.353889425,2
Dutch,228_2-66_3,1,0,0.0,1.974892671,2
Dutch,228_2-66_5,37,0,0.0,1.967850455,2
Dutch,228_2-76_2,3,0,0.0,1.964224291,2
Dutch,229_1-229_3,32,12,0.375,0.0199115559999998,2
Dutch,229_1-233_3,12,0,0.0,0.2163230889999998,2
Dutch,229_1-283_1,7,0,0.0,1.3870864759999997,2
Dutch,229_1-312_1,1,0,0.0,1.713991484999999,1
Dutch,229_1-318_38,5,0,0.0,1.7028276869999994,1
Dutch,229_1-332_1,4,0,0.0,1.8799128519999992,1
Dutch,229_1-334_3,8,0,0.0,1.8419186639999996,1
Dutch,229_1-335_1,28,0,0.0,1.8319758029999995,1
Dutch,229_1-42_2,8,0,0.0,2.314835232,2
Dutch,229_1-48_2,8,0,0.0,2.3375185089999992,2
Dutch,229_1-66_5,4,0,0.0,1.9490206859999997,2
Dutch,229_1-90_1,4,0,0.0,0.6376454509999996,1
Dutch,229_3-230_1,49,0,0.0,0.2042857639999997,2
Dutch,229_3-231_1,11,0,0.0,0.220789066,2
Dutch,229_3-233_1,78,3,0.038461538461538464,0.2154876549999995,2
Dutch,229_3-233_3,303,2,0.006600660066006601,0.2167481969999998,2
Dutch,229_3-234_1,22,0,0.0,0.2098849099999995,2
Dutch,229_3-234_2,144,0,0.0,0.2065303219999998,2
Dutch,229_3-234_3,17,0,0.0,0.2164936920000002,2
Dutch,229_3-234_5,2,0,0.0,0.2179069030000002,2
Dutch,229_3-234_8,1,0,0.0,0.215663905,2
Dutch,229_3-236_1,13,0,0.0,0.2069972999999998,2
Dutch,229_3-240_1,36,0,0.0,0.2164921629999994,2
Dutch,229_3-246_1,7,0,0.0,0.830036425999999,2
Dutch,229_3-268_1,10,0,0.0,0.1412984750000001,2
Dutch,229_3-26_2,340,0,0.0,2.430523427,2
Dutch,229_3-283_1,67,0,0.0,1.3875115839999994,2
Dutch,229_3-290_1,6,0,0.0,1.429893133999999,2
Dutch,229_3-295_0,3,0,0.0,0.9468595879999996,1
Dutch,229_3-297_1,16,0,0.0,0.7304731619999996,2
Dutch,229_3-298_1,71,26,0.36619718309859156,0.9440897959999992,1
Dutch,229_3-29_1,3,0,0.0,2.3305360449999992,2
