cohort,species_pair,n_total_pairs,n_hgt_pairs,hgt_rate,phylo_dist,trait_value
Dutch,12_1-87_1,1,0,0.0,1.9135188919999997,2
Dutch,12_1-8_1,2,0,0.0,0.1553564519999999,2
Dutch,12_1-96_1,3,0,0.0,2.219887166,1
Dutch,12_1-9_2,1,0,0.0,0.150635346,2
Dutch,134_1-154_1,3,0,0.0,1.802659367,2
Dutch,134_1-223_1,1,0,0.0,1.093233627,1
Dutch,134_1-229_1,1,0,0.0,1.1795419729999996,1
Dutch,134_1-283_1,7,0,0.0,1.667359749,2
Dutch,134_1-290_1,2,0,0.0,1.7097412989999996,2
Dutch,134_1-312_1,1,0,0.0,1.994264758,2
Dutch,134_1-318_38,5,0,0.0,1.98310096,2
Dutch,134_1-318_56,4,0,0.0,1.981597623,2
Dutch,134_1-333_1,1,0,0.0,2.099027413,2
Dutch,134_1-335_1,4,0,0.0,2.1122490760000003,2
Dutch,134_1-338_1,2,0,0.0,2.146414858,2
Dutch,134_1-43_1,1,0,0.0,2.601697515,2
Dutch,134_1-45_1,1,0,0.0,2.686946406,2
Dutch,134_1-48_2,2,0,0.0,2.617791782,2
Dutch,134_1-66_5,6,0,0.0,2.229293959,1
Dutch,134_1-90_1,6,0,0.0,1.143891504,1
Dutch,134_1-97_1,1,0,0.0,1.336065433,1
Dutch,138_1-152_1,2,0,0.0,0.460665605,2
Dutch,138_1-179_1,1,0,0.0,1.2906554729999995,2
Dutch,138_1-223_1,4,0,0.0,1.435035572,1
Dutch,138_1-229_3,13,0,0.0,1.5217690259999994,1
Dutch,138_1-234_8,1,0,0.0,1.523017371,1
Dutch,138_1-238_1,12,0,0.0,1.5047155209999996,1
Dutch,138_1-257_1,3,3,1.0,0.544428253,2
Dutch,138_1-298_1,8,0,0.0,1.5657399059999997,2
Dutch,138_1-318_54,5,0,0.0,1.726700746,2
Dutch,138_1-318_56,1,0,0.0,1.724324198,2
Dutch,138_1-326_1,1,0,0.0,1.773979884,2
Dutch,138_1-32_1,6,0,0.0,2.337360848,2
Dutch,138_1-334_1,1,0,0.0,1.857772148,2
Dutch,138_1-335_1,77,0,0.0,1.854975651,2
Dutch,138_1-336_1,1,0,0.0,1.872964199,2
Dutch,138_1-338_1,58,0,0.0,1.889141433,2
Dutch,138_1-39_2,1,0,0.0,2.342372437,2
Dutch,138_1-42_2,1,0,0.0,2.33783508,2
Dutch,138_1-43_1,2,0,0.0,2.34442409,2
Dutch,138_1-44_1,2,0,0.0,2.349496228,2
Dutch,138_1-44_3,3,0,0.0,2.350206668,2
Dutch,138_1-44_4,1,0,0.0,2.358768394,2
Dutch,138_1-45_1,3,0,0.0,2.4296729809999995,2
Dutch,138_1-46_1,5,0,0.0,2.2982963569999995,2
Dutch,138_1-48_2,5,0,0.0,2.360518357,2
Dutch,138_1-66_3,4,0,0.0,1.97906275,1
Dutch,138_1-66_5,16,0,0.0,1.972020534,1
Dutch,138_1-97_1,1,0,0.0,1.6778673779999995,1
Dutch,149_1-14_1,2,0,0.0,2.1604813759999995,2
Dutch,149_1-152_1,7,3,0.42857142857142855,0.4207318279999996,2
Dutch,149_1-154_1,1,0,0.0,0.5080406630000001,2
Dutch,149_1-179_1,1,0,0.0,1.2507216959999998,2
Dutch,149_1-180_1,2,0,0.0,1.2631974609999994,2
Dutch,149_1-208_1,1,0,0.0,1.4470142009999998,2
Dutch,149_1-229_3,3,0,0.0,1.481835248999999,1
Dutch,149_1-257_1,1,0,0.0,0.5044944759999996,2
Dutch,149_1-26_2,4,0,0.0,2.4131643899999995,2
Dutch,149_1-318_21,1,0,0.0,1.683746474,2
Dutch,149_1-318_44,1,0,0.0,1.686859923,2
Dutch,149_1-318_56,11,0,0.0,1.6843904209999998,2
Dutch,149_1-326_1,3,0,0.0,1.7340461069999995,2
Dutch,149_1-330_1,3,0,0.0,1.8363665559999995,2
Dutch,149_1-334_1,2,0,0.0,1.817838371,2
Dutch,149_1-334_3,5,0,0.0,1.824984735,2
Dutch,149_1-335_1,30,0,0.0,1.815041874,2
Dutch,149_1-338_1,29,0,0.0,1.849207656,2
Dutch,149_1-37_1,2,0,0.0,2.3085940039999997,2
Dutch,149_1-42_2,3,0,0.0,2.297901303,2
Dutch,149_1-43_1,1,0,0.0,2.304490313,2
Dutch,149_1-44_1,1,0,0.0,2.3095624509999992,2
Dutch,149_1-44_3,2,0,0.0,2.310272891,2
Dutch,149_1-45_1,7,0,0.0,2.389739203999999,2
Dutch,149_1-46_1,8,0,0.0,2.25836258,2
Dutch,149_1-48_2,10,0,0.0,2.32058458,2
Dutch,149_1-51_1,1,0,0.0,2.3181257269999995,2
Dutch,149_1-52_1,1,0,0.0,2.3226605679999994,2
Dutch,149_1-66_5,5,0,0.0,1.932086757,1
Dutch,149_1-96_1,4,0,0.0,1.60578552,1
Dutch,14_1-152_1,1,0,0.0,2.152248178,2
Dutch,14_1-171_1,1,0,0.0,2.213531729,2
Dutch,14_1-178_2,1,0,0.0,2.426941945,2
Dutch,14_1-180_1,15,0,0.0,1.959202625,2
Dutch,14_1-181_3,1,0,0.0,1.953941246,2
Dutch,14_1-183_1,2,0,0.0,2.018444394,1
Dutch,14_1-196_1,5,0,0.0,2.0035072459999994,1
Dutch,14_1-211_1,4,0,0.0,1.653870194,2
Dutch,14_1-228_2,3,0,0.0,2.196245074,1
Dutch,14_1-229_3,86,0,0.0,2.1778404129999998,1
Dutch,14_1-230_1,5,0,0.0,2.167710617,1
Dutch,14_1-233_1,11,0,0.0,2.178912508,1
Dutch,14_1-233_3,23,0,0.0,2.18017305,1
Dutch,14_1-234_1,1,0,0.0,2.173309763,1
Dutch,14_1-234_2,5,0,0.0,2.169955175,1
Dutch,14_1-238_3,75,0,0.0,2.1582840399999994,1
Dutch,14_1-246_1,2,0,0.0,2.0448637569999994,1
Dutch,14_1-24_2,1,0,0.0,0.9720760229999996,2
Dutch,14_1-268_1,6,0,0.0,2.190842076,1
Dutch,14_1-26_2,27,2,0.07407407407407407,0.976254246,2
Dutch,14_1-26_3,8,0,0.0,0.9653611879999991,2
Dutch,14_1-282_1,1,0,0.0,2.134587894,2
Dutch,14_1-283_1,6,0,0.0,2.066157711,2
Dutch,14_1-294_1,5,0,0.0,2.352539536,2
Dutch,14_1-297_1,3,0,0.0,2.008194659,2
Dutch,14_1-298_1,1,0,0.0,2.221811293,2
Dutch,14_1-29_1,2,1,0.5,0.8762668639999998,2
Dutch,14_1-300_1,3,0,0.0,2.228417615,2
Dutch,14_1-30_1,3,0,0.0,0.9650837439999996,2
Dutch,14_1-312_1,2,0,0.0,1.640668816,2
Dutch,14_1-314_1,1,0,0.0,1.634051261,2
Dutch,14_1-318_21,3,0,0.0,1.627357734,2
Dutch,14_1-318_38,4,0,0.0,1.629505018,2
Dutch,14_1-318_39,1,0,0.0,1.6311267429999998,2
Dutch,14_1-318_44,2,0,0.0,1.630471183,2
Dutch,14_1-318_54,4,0,0.0,1.630378229,2
Dutch,14_1-318_56,43,0,0.0,1.628001681,2
Dutch,14_1-318_58,1,0,0.0,1.6312098869999998,2
Dutch,14_1-318_8,8,0,0.0,1.636783396,2
Dutch,14_1-31_2,2,0,0.0,0.9850728239999996,2
Dutch,14_1-324_1,2,0,0.0,1.6175956890000005,2
Dutch,14_1-325_1,1,0,0.0,1.697143322,2
Dutch,14_1-326_1,20,0,0.0,1.677657367,2
Dutch,14_1-32_1,39,3,0.07692307692307693,0.8605169269999999,2
Dutch,14_1-330_1,11,0,0.0,1.779977816,2
Dutch,14_1-331_1,11,0,0.0,1.758553915,2
Dutch,14_1-332_1,4,0,0.0,1.806590183,2
Dutch,14_1-333_1,2,0,0.0,1.7454314709999996,2
Dutch,14_1-334_1,50,0,0.0,1.7614496310000003,2
Dutch,14_1-334_3,9,0,0.0,1.768595995,2
Dutch,14_1-335_1,631,0,0.0,1.758653134,2
Dutch,14_1-336_1,29,0,0.0,1.776641682,2
Dutch,14_1-337_1,9,0,0.0,1.800643651,2
Dutch,14_1-338_1,422,0,0.0,1.7928189159999997,2
Dutch,14_1-37_1,4,0,0.0,0.8716838599999996,2
Dutch,14_1-39_2,12,7,0.5833333333333334,0.8655285159999999,2
Dutch,14_1-40_1,16,0,0.0,0.8671024009999999,2
Dutch,14_1-41_1,2,0,0.0,0.8748242019999997,2
Dutch,14_1-42_1,7,1,0.14285714285714285,0.8617834379999998,2
Dutch,14_1-42_2,60,5,0.08333333333333333,0.8609911590000001,2
Dutch,14_1-43_1,22,7,0.3181818181818182,0.867580169,2
Dutch,14_1-44_1,28,8,0.2857142857142857,0.8726523069999996,2
Dutch,14_1-44_3,68,20,0.29411764705882354,0.8733627469999998,2
Dutch,14_1-45_1,325,36,0.11076923076923077,0.9528290599999996,2
Dutch,14_1-46_1,70,14,0.2,0.8214524359999995,2
Dutch,14_1-47_2,4,0,0.0,0.8258619509999998,2
Dutch,14_1-48_2,156,24,0.15384615384615385,0.8836744359999997,2
Dutch,14_1-4_2,3,0,0.0,0.3332344960000002,2
Dutch,14_1-4_3,7,0,0.0,0.3309911439999999,2
Dutch,14_1-50_1,1,0,0.0,0.8786373529999998,2
Dutch,14_1-51_1,5,2,0.4,0.8812155829999995,2
Dutch,14_1-52_1,9,2,0.2222222222222222,0.8857504239999998,2
Dutch,14_1-66_3,7,0,0.0,1.678492827,1
Dutch,14_1-66_4,2,0,0.0,1.6729324049999998,1
Dutch,14_1-66_5,234,0,0.0,1.6714506109999998,1
Dutch,14_1-76_2,8,0,0.0,1.667824447,1
Dutch,14_1-77_2,2,0,0.0,1.656283483,1
Dutch,14_1-80_1,2,0,0.0,1.5738323709999995,1
Dutch,14_1-90_1,16,0,0.0,2.141764836,1
Dutch,14_1-96_1,29,0,0.0,2.301790684,1
Dutch,14_1-97_1,44,0,0.0,2.333938765,1
Dutch,14_1-99_2,5,0,0.0,2.133879292,1
Dutch,150_1-181_3,1,0,0.0,1.233292996,2
Dutch,150_1-223_1,1,0,0.0,1.3704587089999998,1
Dutch,150_1-229_3,15,0,0.0,1.457192162999999,1
Dutch,150_1-233_1,2,0,0.0,1.4582642579999994,1
Dutch,150_1-233_3,2,0,0.0,1.4595247999999996,1
Dutch,150_1-318_38,2,0,0.0,1.6612506719999998,2
Dutch,150_1-318_46,2,0,0.0,1.6637477789999997,2
Dutch,150_1-318_56,5,0,0.0,1.6597473349999998,2
Dutch,150_1-334_1,3,1,0.3333333333333333,1.793195285,2
Dutch,150_1-335_1,32,0,0.0,1.790398788,2
Dutch,150_1-338_1,41,0,0.0,1.8245645699999995,2
Dutch,150_1-39_2,1,0,0.0,2.277795574,2
Dutch,150_1-42_2,1,0,0.0,2.273258217,2
Dutch,150_1-44_3,6,0,0.0,2.285629805,2
Dutch,150_1-45_1,5,0,0.0,2.3650961179999994,2
Dutch,150_1-46_1,8,0,0.0,2.233719494,2
Dutch,150_1-48_2,28,0,0.0,2.295941494,2
Dutch,150_1-50_1,5,0,0.0,2.290904411,2
Dutch,150_1-66_5,12,0,0.0,1.907443671,1
Dutch,150_1-77_2,1,0,0.0,1.892276543,1
Dutch,150_1-78_3,1,0,0.0,1.893141001,1
Dutch,150_1-96_1,6,0,0.0,1.5811424339999998,1
Dutch,150_1-99_2,1,0,0.0,1.413231042,1
Dutch,152_1-154_1,2,0,0.0,0.4998074649999999,2
Dutch,152_1-178_1,6,0,0.0,1.7234079479999995,2
Dutch,152_1-179_1,2,0,0.0,1.2424884979999995,2
Dutch,152_1-181_3,2,0,0.0,1.249702884,2
Dutch,152_1-208_1,3,0,0.0,1.438781003,2
Dutch,152_1-223_1,4,0,0.0,1.386868597,1
Dutch,152_1-229_3,14,0,0.0,1.4736020509999994,1
Dutch,152_1-257_1,3,0,0.0,0.496261278,2
Dutch,152_1-268_1,8,0,0.0,1.4866037139999997,1
Dutch,152_1-26_2,27,0,0.0,2.404931192,2
Dutch,152_1-294_1,3,0,0.0,1.6483011739999998,2
Dutch,152_1-314_1,1,0,0.0,1.6822068029999997,2
Dutch,152_1-318_21,4,0,0.0,1.675513276,2
Dutch,152_1-318_54,4,0,0.0,1.678533771,2
Dutch,152_1-318_56,31,0,0.0,1.676157223,2
Dutch,152_1-326_1,51,0,0.0,1.725812909,2
Dutch,152_1-32_1,12,0,0.0,2.289193873,2
Dutch,152_1-330_1,4,0,0.0,1.828133358,2
Dutch,152_1-333_1,1,0,0.0,1.7935870129999996,2
Dutch,152_1-334_1,2,0,0.0,1.809605173,2
Dutch,152_1-334_3,5,0,0.0,1.816751537,2
Dutch,152_1-335_1,150,0,0.0,1.806808676,2
Dutch,152_1-338_1,169,2,0.011834319526627219,1.840974458,2
Dutch,152_1-37_1,4,0,0.0,2.300360806,2
Dutch,152_1-39_2,4,0,0.0,2.294205462,2
Dutch,152_1-40_1,3,0,0.0,2.295779347,2
Dutch,152_1-42_2,7,0,0.0,2.289668105,2
Dutch,152_1-43_1,5,0,0.0,2.296257115,2
Dutch,152_1-44_1,5,0,0.0,2.301329253,2
Dutch,152_1-44_3,8,0,0.0,2.302039693,2
Dutch,152_1-44_4,1,0,0.0,2.310601419,2
Dutch,152_1-45_1,20,0,0.0,2.3815060059999995,2
Dutch,152_1-46_1,32,0,0.0,2.2501293819999995,2
Dutch,152_1-48_2,47,5,0.10638297872340426,2.312351382,2
Dutch,152_1-50_1,6,0,0.0,2.307314299,2
Dutch,152_1-51_1,5,0,0.0,2.3098925289999994,2
Dutch,152_1-66_5,107,0,0.0,1.923853559,1
Dutch,152_1-69_1,1,0,0.0,1.921005515,1
Dutch,152_1-96_1,10,0,0.0,1.597552322,1
Dutch,152_1-97_1,2,0,0.0,1.6297004029999995,1
Dutch,154_1-229_3,3,0,0.0,1.5228112019999993,1
Dutch,154_1-257_1,2,0,0.0,0.5454704289999999,2
Dutch,154_1-290_1,6,0,0.0,1.055093732,2
Dutch,154_1-297_1,1,0,0.0,1.353165448,2
Dutch,154_1-318_56,21,0,0.0,1.7253663739999998,2
Dutch,154_1-32_1,2,0,0.0,2.3384030239999998,2
Dutch,154_1-333_1,3,0,0.0,1.842796164,2
Dutch,154_1-334_1,2,0,0.0,1.858814324,2
Dutch,154_1-335_1,22,0,0.0,1.8560178269999996,2
Dutch,154_1-336_1,1,0,0.0,1.874006375,2
Dutch,154_1-338_1,15,0,0.0,1.890183609,2
Dutch,154_1-42_2,1,0,0.0,2.3388772559999995,2
Dutch,154_1-43_1,3,0,0.0,2.345466266,2
Dutch,154_1-44_3,1,0,0.0,2.351248844,2
Dutch,154_1-45_1,7,0,0.0,2.4307151569999994,2
Dutch,154_1-46_1,2,0,0.0,2.299338533,2
Dutch,154_1-48_2,9,0,0.0,2.361560533,2
Dutch,154_1-50_1,3,0,0.0,2.35652345,2
Dutch,154_1-66_5,13,0,0.0,1.97306271,1
Dutch,154_1-69_1,1,0,0.0,1.970214666,1
Dutch,154_1-90_1,6,0,0.0,1.4867356249999992,1
Dutch,154_1-96_1,4,0,0.0,1.6467614729999998,1
Dutch,154_1-97_1,3,0,0.0,1.6789095539999996,1
Dutch,161_1-171_1,2,0,0.0,0.5362578280000001,2
Dutch,161_1-229_3,5,0,0.0,1.4979780139999996,1
Dutch,161_1-26_3,6,0,0.0,2.4184140969999994,2
Dutch,161_1-298_1,13,0,0.0,1.541948894,2
Dutch,161_1-318_13,2,0,0.0,1.707391215,2
Dutch,161_1-326_1,1,0,0.0,1.7501888719999998,2
Dutch,161_1-32_1,10,0,0.0,2.313569836,2
Dutch,161_1-335_1,41,0,0.0,1.831184639,2
Dutch,161_1-338_1,13,0,0.0,1.865350421,2
Dutch,161_1-43_1,1,0,0.0,2.320633078,2
Dutch,161_1-45_1,16,0,0.0,2.405881969,2
Dutch,161_1-46_1,3,0,0.0,2.274505345,2
Dutch,161_1-48_2,2,0,0.0,2.3367273449999995,2
Dutch,161_1-52_1,1,0,0.0,2.338803333,2
Dutch,161_1-66_5,13,0,0.0,1.948229522,1
Dutch,171_1-229_3,14,0,0.0,1.5348856019999997,1
Dutch,171_1-240_1,1,0,0.0,1.5768607469999996,1
Dutch,171_1-26_2,1,0,0.0,2.466214743,2
Dutch,171_1-297_1,1,0,0.0,1.3652398480000003,2
Dutch,171_1-298_1,26,0,0.0,1.578856482,2
Dutch,171_1-318_21,4,0,0.0,1.736796827,2
Dutch,171_1-318_54,2,0,0.0,1.739817322,2
Dutch,171_1-318_56,2,0,0.0,1.737440774,2
Dutch,171_1-326_1,3,0,0.0,1.78709646,2
Dutch,171_1-32_1,13,0,0.0,2.350477424,2
Dutch,171_1-333_1,1,0,0.0,1.854870564,2
Dutch,171_1-334_3,1,0,0.0,1.878035088,2
Dutch,171_1-335_1,23,0,0.0,1.868092227,2
Dutch,171_1-338_1,20,0,0.0,1.902258009,2
Dutch,171_1-39_2,5,0,0.0,2.355489013,2
Dutch,171_1-42_2,3,0,0.0,2.350951656,2
Dutch,171_1-43_1,2,0,0.0,2.357540666,2
Dutch,171_1-44_3,2,0,0.0,2.363323244,2
Dutch,171_1-45_1,6,0,0.0,2.442789557,2
Dutch,171_1-46_1,6,0,0.0,2.311412933,2
Dutch,171_1-48_2,12,0,0.0,2.3736349329999995,2
Dutch,171_1-52_1,2,0,0.0,2.375710921,2
Dutch,171_1-55_1,3,0,0.0,1.891202146,2
Dutch,171_1-66_5,51,0,0.0,1.98513711,1
Dutch,171_1-90_1,1,0,0.0,1.4988100249999996,1
Dutch,171_1-96_1,2,0,0.0,1.6588358729999997,1
Dutch,173_1-180_1,3,0,0.0,1.300661414,2
Dutch,173_1-181_3,1,0,0.0,1.2954000349999997,2
Dutch,173_1-187_1,1,0,0.0,0.991045083,2
Dutch,173_1-229_3,2,0,0.0,1.5192992019999996,1
Dutch,173_1-26_2,5,0,0.0,2.4506283429999995,2
Dutch,173_1-318_56,4,0,0.0,1.721854374,2
Dutch,173_1-326_1,2,0,0.0,1.7715100599999998,2
Dutch,173_1-333_1,10,0,0.0,1.839284164,2
Dutch,173_1-335_1,3,0,0.0,1.852505827,2
Dutch,173_1-338_1,11,0,0.0,1.886671609,2
Dutch,173_1-42_2,1,0,0.0,2.335365256,2
Dutch,173_1-44_3,2,0,0.0,2.3477368439999995,2
Dutch,173_1-45_1,2,0,0.0,2.427203157,2
Dutch,173_1-46_1,2,0,0.0,2.295826533,2
Dutch,173_1-48_2,2,0,0.0,2.3580485329999994,2
Dutch,173_1-66_5,12,0,0.0,1.96955071,1
Dutch,173_1-90_1,4,0,0.0,1.4832236249999995,1
Dutch,173_1-96_1,1,0,0.0,1.6432494729999996,1
Dutch,175_1-178_2,6,0,0.0,0.2554286760000002,2
Dutch,175_1-26_2,4,0,0.0,2.617700841,2
Dutch,175_1-29_1,2,0,0.0,2.517713459,2
Dutch,175_1-318_13,6,0,0.0,1.895784901,2
Dutch,175_1-318_19,2,0,0.0,1.889006897,2
Dutch,175_1-326_1,2,0,0.0,1.938582558,2
Dutch,175_1-330_1,2,0,0.0,2.040903007,2
Dutch,175_1-335_1,44,0,0.0,2.0195783249999995,2
Dutch,175_1-338_1,20,0,0.0,2.053744107,2
Dutch,175_1-37_1,1,0,0.0,2.5131304549999998,2
Dutch,175_1-44_3,1,0,0.0,2.514809342,2
Dutch,175_1-45_1,2,0,0.0,2.5942756549999992,2
Dutch,175_1-48_2,12,0,0.0,2.525121031,2
Dutch,176_1-229_3,10,0,0.0,1.0597195179999996,1
Dutch,176_1-335_1,35,0,0.0,1.992001513,2
Dutch,176_1-338_1,30,0,0.0,2.026167295,2
Dutch,176_1-97_1,5,0,0.0,1.2158178699999995,1
Dutch,178_1-240_1,1,0,0.0,1.1918999579999996,1
Dutch,178_1-268_1,12,0,0.0,1.162926475999999,1
Dutch,178_1-26_2,8,0,0.0,2.6803293239999992,2
Dutch,178_1-318_5,9,0,0.0,1.958922569,2
Dutch,178_1-32_1,3,0,0.0,2.5645920049999997,2
Dutch,178_1-334_1,6,0,0.0,2.085003305,2
Dutch,178_1-334_3,3,0,0.0,2.0921496689999994,2
Dutch,178_1-335_1,38,0,0.0,2.082206808,2
Dutch,178_1-336_1,2,0,0.0,2.1001953559999995,2
Dutch,178_1-338_1,12,0,0.0,2.11637259,2
Dutch,178_1-39_2,2,0,0.0,2.569603594,2
Dutch,178_1-40_1,3,0,0.0,2.571177479,2
Dutch,178_1-42_2,1,0,0.0,2.5650662369999995,2
Dutch,178_1-44_1,1,0,0.0,2.5767273849999994,2
Dutch,178_1-45_1,3,0,0.0,2.656904138,2
Dutch,178_1-46_1,1,0,0.0,2.525527514,2
Dutch,178_1-48_2,4,0,0.0,2.5877495139999995,2
Dutch,178_1-66_5,13,0,0.0,2.199251691,1
Dutch,178_1-96_1,1,0,0.0,1.2738750839999995,1
Dutch,178_2-26_2,7,0,0.0,2.6796249589999994,2
Dutch,178_2-26_3,1,0,0.0,2.668731901,2
Dutch,178_2-283_1,1,0,0.0,1.636613116,2
Dutch,178_2-29_1,3,0,0.0,2.579637577,2
Dutch,178_2-326_1,1,0,0.0,2.000506676,2
Dutch,178_2-32_1,2,0,0.0,2.5638876399999995,2
Dutch,178_2-330_1,3,0,0.0,2.102827125,2
Dutch,178_2-335_1,21,0,0.0,2.081502443,2
Dutch,178_2-336_1,1,0,0.0,2.099490991,2
Dutch,178_2-338_1,22,0,0.0,2.1156682250000003,2
Dutch,178_2-39_2,1,0,0.0,2.568899229,2
Dutch,178_2-42_2,2,0,0.0,2.564361872,2
Dutch,178_2-43_1,3,0,0.0,2.570950882,2
Dutch,178_2-44_3,4,0,0.0,2.57673346,2
Dutch,178_2-45_1,8,0,0.0,2.6561997729999995,2
Dutch,178_2-48_2,12,0,0.0,2.587045149,2
Dutch,178_2-66_5,6,0,0.0,2.198547326,1
Dutch,178_2-90_1,4,0,0.0,1.1131448709999994,1
Dutch,179_1-180_1,14,0,0.0,0.0472695969999996,2
Dutch,179_1-181_1,3,0,0.0,0.038178582,2
Dutch,179_1-181_3,23,0,0.0,0.0420082179999998,2
Dutch,179_1-208_1,3,0,0.0,1.233259685,2
Dutch,179_1-223_1,11,0,0.0,1.1075272689999998,1
Dutch,179_1-228_2,1,0,0.0,1.212665384,1
Dutch,179_1-229_1,8,0,0.0,1.1938356149999994,1
Dutch,179_1-229_2,6,0,0.0,1.1973403409999994,1
Dutch,179_1-229_3,167,0,0.0,1.1942607229999993,1
Dutch,179_1-233_3,48,0,0.0,1.1965933599999996,1
Dutch,179_1-234_3,3,0,0.0,1.196338855,1
Dutch,179_1-238_1,12,0,0.0,1.1772072179999995,1
Dutch,179_1-239_1,12,0,0.0,1.17470749,1
Dutch,179_1-257_1,3,0,0.0,1.1224636039999996,2
Dutch,179_1-26_2,65,0,0.0,2.199409874,2
Dutch,179_1-283_1,6,0,0.0,1.1563980309999995,2
Dutch,179_1-295_0,1,0,0.0,1.241001395,2
Dutch,179_1-298_1,2,0,0.0,1.238231603,2
Dutch,179_1-318_54,1,0,0.0,1.473012453,2
Dutch,179_1-318_56,14,0,0.0,1.470635905,2
Dutch,179_1-326_1,14,0,0.0,1.520291591,2
Dutch,179_1-32_1,4,0,0.0,2.083672555,2
Dutch,179_1-330_1,15,0,0.0,1.6226120399999997,2
Dutch,179_1-332_1,2,0,0.0,1.649224407,2
Dutch,179_1-333_1,3,0,0.0,1.5880656949999998,2
Dutch,179_1-334_1,6,0,0.0,1.604083855,2
Dutch,179_1-334_3,16,0,0.0,1.611230219,2
Dutch,179_1-335_1,165,0,0.0,1.6012873579999998,2
Dutch,179_1-338_1,184,0,0.0,1.63545314,2
Dutch,179_1-37_1,2,0,0.0,2.0948394879999994,2
Dutch,179_1-42_2,13,0,0.0,2.084146787,2
Dutch,179_1-44_1,9,0,0.0,2.0958079349999994,2
Dutch,179_1-44_3,10,1,0.1,2.096518375,2
Dutch,179_1-44_4,1,0,0.0,2.105080101,2
Dutch,179_1-45_1,221,0,0.0,2.175984688,2
Dutch,179_1-46_1,36,0,0.0,2.044608064,2
Dutch,179_1-48_2,27,0,0.0,2.106830064,2
Dutch,179_1-4_2,6,0,0.0,1.990326068,2
Dutch,179_1-52_1,3,0,0.0,2.108906052,2
Dutch,179_1-66_5,92,0,0.0,1.718332241,1
Dutch,179_1-76_1,3,0,0.0,1.7140515119999995,1
Dutch,179_1-76_2,3,0,0.0,1.7147060770000002,1
Dutch,179_1-76_3,3,0,0.0,1.704504902,1
Dutch,179_1-77_1,2,0,0.0,1.7028298629999998,1
Dutch,179_1-96_1,14,0,0.0,1.3182109940000002,1
Dutch,179_1-97_1,31,0,0.0,1.350359075,1
Dutch,179_1-9_2,1,0,0.0,1.879241606,2
Dutch,17_1-335_1,32,0,0.0,1.8463955629999995,2
Dutch,17_1-338_1,70,0,0.0,1.880561345,2
Dutch,17_1-43_1,2,0,0.0,0.5990061620000002,2
Dutch,17_1-45_1,70,0,0.0,0.6842550529999998,2
Dutch,17_1-46_1,8,0,0.0,0.5528784290000002,2
Dutch,17_1-48_2,2,0,0.0,0.615100429,2
Dutch,17_1-66_5,46,0,0.0,1.7591930399999998,1
Dutch,17_1-97_1,12,0,0.0,2.421681194,1
Dutch,180_1-181_1,1,0,0.0,0.030263171,2
Dutch,180_1-181_2,2,0,0.0,0.0252769370000001,2
Dutch,180_1-181_3,12,0,0.0,0.0265249010000001,2
Dutch,180_1-208_1,2,0,0.0,1.24573545,2
Dutch,180_1-211_1,10,0,0.0,1.2798200709999998,2
Dutch,180_1-223_1,1,0,0.0,1.1200030339999998,1
Dutch,180_1-229_2,2,0,0.0,1.2098161059999994,1
Dutch,180_1-229_3,56,0,0.0,1.206736487999999,1
Dutch,180_1-230_1,3,0,0.0,1.1966066919999996,1
Dutch,180_1-231_1,1,0,0.0,1.213109994,1
Dutch,180_1-233_1,9,0,0.0,1.2078085829999994,1
Dutch,180_1-233_3,16,0,0.0,1.2090691249999996,1
Dutch,180_1-234_1,1,0,0.0,1.2022058379999994,1
Dutch,180_1-234_2,3,0,0.0,1.1988512499999997,1
Dutch,180_1-234_5,1,0,0.0,1.210227831,1
Dutch,180_1-234_8,1,0,0.0,1.2079848329999998,1
Dutch,180_1-238_3,108,0,0.0,1.1871801149999994,1
Dutch,180_1-240_1,6,0,0.0,1.2487116329999992,1
Dutch,180_1-268_1,3,0,0.0,1.2197381509999996,1
Dutch,180_1-269_1,1,0,0.0,1.214834399999999,1
Dutch,180_1-26_2,13,0,0.0,2.211885639,2
Dutch,180_1-283_1,13,0,0.0,1.1688737959999995,2
Dutch,180_1-290_1,2,0,0.0,1.2112553459999993,2
Dutch,180_1-318_13,1,0,0.0,1.4899696989999998,2
Dutch,180_1-318_21,1,0,0.0,1.4824677229999998,2
Dutch,180_1-318_40,10,0,0.0,1.4835737809999996,2
Dutch,180_1-318_42,3,0,0.0,1.4848292439999995,2
Dutch,180_1-318_56,16,0,0.0,1.4831116699999998,2
Dutch,180_1-326_1,10,0,0.0,1.532767356,2
Dutch,180_1-32_1,9,0,0.0,2.09614832,2
Dutch,180_1-332_1,1,0,0.0,1.6617001719999995,2
Dutch,180_1-333_1,37,0,0.0,1.6005414599999994,2
Dutch,180_1-334_1,33,0,0.0,1.61655962,2
Dutch,180_1-334_2,2,0,0.0,1.620985204,2
Dutch,180_1-334_3,3,0,0.0,1.6237059839999997,2
Dutch,180_1-335_1,86,0,0.0,1.6137631229999998,2
Dutch,180_1-336_1,15,0,0.0,1.6317516709999995,2
Dutch,180_1-338_1,113,0,0.0,1.6479289049999994,2
Dutch,180_1-40_1,9,0,0.0,2.102733794,2
Dutch,180_1-42_2,20,0,0.0,2.096622552,2
Dutch,180_1-43_1,7,0,0.0,2.103211562,2
Dutch,180_1-44_1,4,0,0.0,2.1082836999999994,2
Dutch,180_1-44_3,26,0,0.0,2.10899414,2
Dutch,180_1-45_1,96,0,0.0,2.188460453,2
