species_pair,phylogeny,group,total,HGT,non_HGT
276_1-338_1,1.775158041,within,37,0,37
276_1-338_1,1.775158041,between,7631,0,7631
276_1-66_5,1.858037142,within,28,0,28
276_1-66_5,1.858037142,between,5066,0,5066
282_1-334_1,1.7919448889999996,within,24,0,24
282_1-334_1,1.7919448889999996,between,2026,0,2026
282_1-337_1,1.8311389089999996,within,25,0,25
282_1-337_1,1.8311389089999996,between,165,0,165
282_1-66_5,1.9061932749999997,within,24,0,24
282_1-66_5,1.9061932749999997,between,12711,0,12711
283_1-318_38,1.591570093,within,40,0,40
283_1-318_38,1.591570093,between,3814,0,3814
283_1-32_1,2.203103406,within,58,0,58
283_1-32_1,2.203103406,between,46378,41,46337
283_1-330_1,1.742042891,within,23,0,23
283_1-330_1,1.742042891,between,11821,0,11821
283_1-334_1,1.7235147060000002,within,40,0,40
283_1-334_1,1.7235147060000002,between,38500,0,38500
283_1-335_1,1.720718209,within,483,21,462
283_1-335_1,1.720718209,between,548007,49,547958
283_1-338_1,1.7548839909999996,within,340,0,340
283_1-338_1,1.7548839909999996,between,360056,1,360055
283_1-39_5,2.2128779919999997,within,49,0,49
283_1-39_5,2.2128779919999997,between,18657,18,18639
283_1-42_2,2.203577638,within,23,0,23
283_1-42_2,2.203577638,between,27519,55,27464
283_1-44_1,2.2152387859999996,within,36,1,35
283_1-44_1,2.2152387859999996,between,23652,68,23584
283_1-44_3,2.215949226,within,82,14,68
283_1-44_3,2.215949226,between,48234,138,48096
283_1-45_1,2.2954155389999995,within,229,0,229
283_1-45_1,2.2954155389999995,between,185515,140,185375
283_1-46_1,2.1640389149999995,within,30,0,30
283_1-46_1,2.1640389149999995,between,62198,91,62107
283_1-48_2,2.2262609149999997,within,177,0,177
283_1-48_2,2.2262609149999997,between,105855,178,105677
283_1-66_5,1.837763092,within,307,0,307
283_1-66_5,1.837763092,between,239111,43,239068
283_1-90_1,1.3514360069999998,within,30,0,30
283_1-90_1,1.3514360069999998,between,11062,0,11062
283_1-96_1,1.511461855,within,21,0,21
283_1-96_1,1.511461855,between,24889,0,24889
283_1-97_1,1.5436099359999995,within,22,0,22
283_1-97_1,1.5436099359999995,between,26956,0,26956
286_1-335_1,1.7460947239999995,within,80,0,80
286_1-335_1,1.7460947239999995,between,23260,0,23260
286_1-66_5,1.8631396069999997,within,25,0,25
286_1-66_5,1.8631396069999997,between,10163,0,10163
288_1-335_1,1.7498349919999996,within,42,0,42
288_1-335_1,1.7498349919999996,between,11628,0,11628
28_1-335_1,1.922145351,within,42,0,42
28_1-335_1,1.922145351,between,11628,0,11628
28_1-338_1,1.9563111329999996,within,70,0,70
28_1-338_1,1.9563111329999996,between,7598,0,7598
28_1-48_2,0.07255528100000008,within,22,22,0
28_1-48_2,0.07255528100000008,between,2234,8,2226
28_1-66_5,1.8349428279999995,within,34,0,34
28_1-66_5,1.8349428279999995,between,5060,0,5060
290_1-335_1,1.7630997589999995,within,22,0,22
290_1-335_1,1.7630997589999995,between,29153,0,29153
292_2-298_1,0.74011359,within,39,0,39
292_2-298_1,0.74011359,between,69,3,66
294_1-335_1,2.0071000339999996,within,36,0,36
294_1-335_1,2.0071000339999996,between,29139,0,29139
294_2-318_40,1.8772292299999995,within,70,0,70
294_2-318_40,1.8772292299999995,between,348,0,348
294_2-332_1,2.0553556210000004,within,21,0,21
294_2-332_1,2.0553556210000004,between,1365,0,1365
294_2-334_1,2.010215069,within,231,0,231
294_2-334_1,2.010215069,between,8789,0,8789
294_2-335_1,2.0074185719999997,within,126,0,126
294_2-335_1,2.0074185719999997,between,128244,37,128207
294_2-338_1,2.0415843540000003,within,116,0,116
294_2-338_1,2.0415843540000003,between,84232,4,84228
294_2-48_2,2.5129612779999997,within,34,0,34
294_2-48_2,2.5129612779999997,between,24782,0,24782
294_2-66_5,2.124463455,within,45,0,45
294_2-66_5,2.124463455,between,55989,0,55989
297_1-335_1,1.662755157,within,144,0,144
297_1-335_1,1.662755157,between,116556,2,116554
297_1-338_1,1.6969209389999995,within,152,0,152
297_1-338_1,1.6969209389999995,between,76528,0,76528
297_1-42_2,2.145614586,within,24,0,24
297_1-42_2,2.145614586,between,5836,0,5836
297_1-45_1,2.2374524869999997,within,83,0,83
297_1-45_1,2.2374524869999997,between,39437,15,39422
297_1-48_2,2.168297863,within,39,1,38
297_1-48_2,2.168297863,between,22521,14,22507
297_1-66_5,1.77980004,within,75,0,75
297_1-66_5,1.77980004,between,50865,0,50865
297_1-96_1,0.854423433,within,28,0,28
297_1-96_1,0.854423433,between,5272,0,5272
298_1-335_1,1.8763717909999995,within,108,0,108
298_1-335_1,1.8763717909999995,between,157437,0,157437
298_1-338_1,1.910537573,within,91,0,91
298_1-338_1,1.910537573,between,103427,0,103427
298_1-45_1,2.4510691209999993,within,43,0,43
298_1-45_1,2.4510691209999993,between,53309,0,53309
298_1-46_1,2.3196924969999997,within,48,0,48
298_1-46_1,2.3196924969999997,between,17826,0,17826
298_1-48_2,2.381914497,within,48,0,48
298_1-48_2,2.381914497,between,30408,0,30408
298_1-66_5,1.9934166740000001,within,57,0,57
298_1-66_5,1.9934166740000001,between,68712,0,68712
300_1-338_1,1.9171438949999997,within,43,0,43
300_1-338_1,1.9171438949999997,between,34463,81,34382
300_1-45_1,2.4576754429999994,within,24,0,24
300_1-45_1,2.4576754429999994,between,17760,0,17760
300_1-66_5,2.000022996,within,40,0,40
300_1-66_5,2.000022996,between,22883,0,22883
301_1-326_1,1.811673239,within,25,0,25
301_1-326_1,1.811673239,between,1275,0,1275
308_1-330_1,0.7570314680000001,within,30,0,30
308_1-330_1,0.7570314680000001,between,1230,0,1230
308_1-335_1,0.7357067859999997,within,69,0,69
308_1-335_1,0.7357067859999997,between,58281,0,58281
308_1-338_1,0.7698725679999998,within,103,0,103
308_1-338_1,0.7698725679999998,between,38237,0,38237
308_1-45_1,1.9583005639999995,within,55,0,55
308_1-45_1,1.9583005639999995,between,19705,0,19705
308_1-66_5,1.500648117,within,42,0,42
308_1-66_5,1.500648117,between,25428,0,25428
309_1-335_1,1.944523709,within,35,0,35
309_1-335_1,1.944523709,between,11635,0,11635
30_1-335_1,2.000165646,within,186,0,186
30_1-335_1,2.000165646,between,23154,0,23154
30_1-45_1,0.39722822199999985,within,51,12,39
30_1-45_1,0.39722822199999985,between,7853,236,7617
314_1-335_1,1.035030993,within,79,0,79
314_1-335_1,1.035030993,between,11591,0,11591
314_1-45_1,1.8633090889999997,within,26,0,26
314_1-45_1,1.8633090889999997,between,3926,0,3926
317_1-335_1,1.0418632449999998,within,39,0,39
317_1-335_1,1.0418632449999998,between,23301,0,23301
318_1-335_1,1.027553438,within,24,0,24
318_1-335_1,1.027553438,between,11646,0,11646
318_1-338_1,1.06171922,within,28,0,28
318_1-338_1,1.06171922,between,7640,0,7640
318_11-338_1,1.065291353,within,24,0,24
318_11-338_1,1.065291353,between,11478,0,11478
318_13-335_1,1.035839442,within,370,0,370
318_13-335_1,1.035839442,between,75485,0,75485
318_13-338_1,1.070005224,within,130,0,130
318_13-338_1,1.070005224,between,49712,0,49712
318_13-39_5,1.781579991,within,35,0,35
318_13-39_5,1.781579991,between,2552,0,2552
318_13-45_1,1.8641175379999997,within,41,1,40
318_13-45_1,1.8641175379999997,between,25647,0,25647
318_13-48_2,1.794962914,within,49,0,49
318_13-48_2,1.794962914,between,14615,0,14615
318_13-66_5,1.406465091,within,28,0,28
318_13-66_5,1.406465091,between,33083,0,33083
318_15-335_1,1.037572657,within,45,0,45
318_15-335_1,1.037572657,between,11625,0,11625
318_15-338_1,1.071738439,within,23,0,23
318_15-338_1,1.071738439,between,7645,0,7645
318_16-335_1,1.0383903689999998,within,27,0,27
318_16-335_1,1.0383903689999998,between,23313,0,23313
318_17-32_1,1.7672826079999997,within,27,0,27
318_17-32_1,1.7672826079999997,between,4419,0,4419
318_17-335_1,1.0313166449999998,within,162,0,162
318_17-335_1,1.0313166449999998,between,52353,0,52353
318_17-338_1,1.0654824269999998,within,315,9,306
318_17-338_1,1.0654824269999998,between,34191,0,34191
318_17-39_5,1.7770571939999995,within,36,0,36
318_17-39_5,1.7770571939999995,between,1755,0,1755
318_17-45_1,1.8595947409999996,within,54,0,54
318_17-45_1,1.8595947409999996,between,17730,0,17730
318_17-96_1,1.8280349609999995,within,36,0,36
318_17-96_1,1.8280349609999995,between,2349,0,2349
318_18-338_1,1.065816081,within,105,0,105
318_18-338_1,1.065816081,between,19065,0,19065
318_18-42_2,1.768090494,within,45,0,45
318_18-42_2,1.768090494,between,1420,0,1420
318_18-45_1,1.8599283949999996,within,90,0,90
318_18-45_1,1.8599283949999996,between,9790,0,9790
318_19-32_1,1.7650274009999998,within,29,0,29
318_19-32_1,1.7650274009999998,between,12321,42,12279
318_19-335_1,1.0290614379999998,within,338,0,338
318_19-335_1,1.0290614379999998,between,145537,0,145537
318_19-338_1,1.06322722,within,241,0,241
318_19-338_1,1.06322722,between,95609,2,95607
318_19-44_3,1.777873221,within,42,0,42
318_19-44_3,1.777873221,between,12808,153,12655
318_19-45_1,1.8573395339999996,within,225,0,225
318_19-45_1,1.8573395339999996,between,49175,150,49025
318_19-48_2,1.7881849099999998,within,164,3,161
318_19-48_2,1.7881849099999998,between,28036,180,27856
318_19-66_5,1.399687087,within,104,0,104
318_19-66_5,1.399687087,between,63571,4,63567
318_2-335_1,1.03222463,within,141,0,141
318_2-335_1,1.03222463,between,34869,0,34869
318_2-338_1,1.066390412,within,23,0,23
318_2-338_1,1.066390412,between,22981,0,22981
318_2-45_1,1.860502726,within,67,0,67
318_2-45_1,1.860502726,between,11789,0,11789
318_21-318_56,0.01256422099999999,within,33,5,28
318_21-318_56,0.01256422099999999,between,17985,5,17980
318_21-32_1,1.764303429,within,26,0,26
318_21-32_1,1.764303429,between,20722,0,20722
318_21-330_1,1.049662148,within,23,0,23
318_21-330_1,1.049662148,between,5269,0,5269
318_21-335_1,1.028337466,within,375,3,372
318_21-335_1,1.028337466,between,244695,0,244695
318_21-338_1,1.062503248,within,192,0,192
318_21-338_1,1.062503248,between,160836,0,160836
318_21-39_5,1.774078015,within,23,0,23
318_21-39_5,1.774078015,between,8335,0,8335
318_21-45_1,1.856615562,within,36,0,36
318_21-45_1,1.856615562,between,82956,0,82956
318_21-48_2,1.787460938,within,42,0,42
318_21-48_2,1.787460938,between,47334,0,47334
318_21-66_5,1.398963115,within,269,0,269
318_21-66_5,1.398963115,between,106705,0,106705
318_21-96_1,1.825055782,within,21,0,21
318_21-96_1,1.825055782,between,11109,0,11109
318_21-97_1,1.857203863,within,30,0,30
318_21-97_1,1.857203863,between,12024,0,12024
318_24-338_1,1.062047622,within,96,0,96
318_24-338_1,1.062047622,between,26742,0,26742
318_24-44_3,1.7766936230000001,within,54,0,54
318_24-44_3,1.7766936230000001,between,3544,0,3544
318_24-45_1,1.8561599359999996,within,25,0,25
318_24-45_1,1.8561599359999996,between,13807,0,13807
318_24-48_2,1.7870053119999998,within,45,0,45
318_24-48_2,1.7870053119999998,between,7851,0,7851
318_24-66_5,1.398507489,within,39,0,39
318_24-66_5,1.398507489,between,17790,0,17790
318_29-335_1,1.0341962999999998,within,54,0,54
318_29-335_1,1.0341962999999998,between,5781,0,5781
318_3-48_2,1.7895619079999998,within,40,0,40
318_3-48_2,1.7895619079999998,between,5600,0,5600
318_3-66_5,1.401064085,within,40,0,40
318_3-66_5,1.401064085,between,12695,0,12695
318_30-338_1,1.0666907419999998,within,140,0,140
318_30-338_1,1.0666907419999998,between,15196,0,15196
318_30-66_5,1.403150609,within,32,0,32
318_30-66_5,1.403150609,between,10156,0,10156
318_32-32_1,1.764001072,within,27,0,27
318_32-32_1,1.764001072,between,1455,0,1455
318_32-335_1,1.028035109,within,123,0,123
318_32-335_1,1.028035109,between,17382,0,17382
318_32-338_1,1.062200891,within,36,0,36
318_32-338_1,1.062200891,between,11466,0,11466
318_32-45_1,1.8563132049999995,within,45,0,45
318_32-45_1,1.8563132049999995,between,5883,0,5883
318_32-66_5,1.398660758,within,30,0,30
318_32-66_5,1.398660758,between,7611,0,7611
318_33-66_5,1.402458303,within,35,0,35
318_33-66_5,1.402458303,between,12700,0,12700
318_37-335_1,1.0328292889999997,within,54,0,54
318_37-335_1,1.0328292889999997,between,11616,2,11614
318_38-32_1,1.7664507129999998,within,96,0,96
318_38-32_1,1.7664507129999998,between,20158,0,20158
318_38-334_1,1.033281247,within,26,0,26
318_38-334_1,1.033281247,between,16784,2,16782
318_38-335_1,1.0304847499999998,within,281,0,281
318_38-335_1,1.0304847499999998,between,238954,0,238954
318_38-336_1,1.048473298,within,23,0,23
318_38-336_1,1.048473298,between,5389,0,5389
318_38-338_1,1.064650532,within,230,2,228
318_38-338_1,1.064650532,between,156964,14,156950
318_38-44_3,1.779296533,within,54,0,54
318_38-44_3,1.779296533,between,21020,0,21020
318_38-45_1,1.8587628459999996,within,49,0,49
318_38-45_1,1.8587628459999996,between,80967,0,80967
318_38-46_1,1.7273862219999998,within,39,0,39
318_38-46_1,1.7273862219999998,between,27103,0,27103
318_38-48_2,1.7896082219999998,within,114,0,114
318_38-48_2,1.7896082219999998,between,46134,0,46134
318_38-66_5,1.401110399,within,96,0,96
318_38-66_5,1.401110399,between,104331,0,104331
318_38-90_1,1.6671772179999995,within,30,0,30
318_38-90_1,1.6671772179999995,between,4808,0,4808
318_39-330_1,1.053431157,within,28,0,28
318_39-330_1,1.053431157,between,2996,0,2996
318_39-335_1,1.0321064749999995,within,144,6,138
318_39-335_1,1.0321064749999995,between,139896,17,139879
318_39-338_1,1.0662722569999998,within,150,0,150
318_39-338_1,1.0662722569999998,between,91866,8,91858
318_39-43_1,1.77513568,within,36,0,36
318_39-43_1,1.77513568,between,5292,0,5292
318_39-45_1,1.8603845709999995,within,34,0,34
318_39-45_1,1.8603845709999995,between,47390,0,47390
318_39-48_2,1.7912299469999995,within,33,0,33
318_39-48_2,1.7912299469999995,between,27039,0,27039
318_39-66_5,1.402732124,within,50,0,50
318_39-66_5,1.402732124,between,61078,0,61078
318_4-335_1,1.034105382,within,22,0,22
318_4-335_1,1.034105382,between,11648,0,11648
318_40-334_1,1.032240021,within,330,0,330
318_40-334_1,1.032240021,between,7460,1,7459
318_40-335_1,1.0294435239999995,within,67,0,67
318_40-335_1,1.0294435239999995,between,110798,5,110793
318_40-338_1,1.0636093059999998,within,175,0,175
318_40-338_1,1.0636093059999998,between,72671,4,72667
318_40-48_2,1.7885669959999997,within,36,0,36
318_40-48_2,1.7885669959999997,between,21396,0,21396
318_40-66_5,1.4000691729999999,within,38,0,38
318_40-66_5,1.4000691729999999,between,48355,0,48355
318_42-335_1,1.0306989869999998,within,151,0,151
318_42-335_1,1.0306989869999998,between,99044,0,99044
318_42-338_1,1.064864769,within,38,0,38
318_42-338_1,1.064864769,between,65140,1,65139
318_42-48_2,1.7898224589999998,within,25,0,25
318_42-48_2,1.7898224589999998,between,19151,0,19151
318_42-66_5,1.401324636,within,51,0,51
318_42-66_5,1.401324636,between,43248,0,43248
318_48-43_1,1.773954713,within,47,0,47
318_48-43_1,1.773954713,between,1063,0,1063
318_48-45_1,1.8592036039999995,within,21,0,21
318_48-45_1,1.8592036039999995,between,9859,0,9859
318_48-48_2,1.7900489799999997,within,31,0,31
318_48-48_2,1.7900489799999997,between,5609,0,5609
318_5-334_1,1.039145124,within,54,0,54
318_5-334_1,1.039145124,between,4046,0,4046
318_5-338_1,1.0705144089999998,within,77,0,77
318_5-338_1,1.0705144089999998,between,38263,0,38263
318_50-335_1,1.030759876,within,54,0,54
318_50-335_1,1.030759876,between,17451,0,17451
318_52-338_1,1.065541367,within,36,0,36
318_52-338_1,1.065541367,between,34470,0,34470
318_52-39_1,1.770048718,within,36,0,36
318_52-39_1,1.770048718,between,36,0,36
318_52-66_5,1.402001234,within,45,0,45
318_52-66_5,1.402001234,between,22878,0,22878
318_54-318_56,0.008145332,within,45,16,29
318_54-318_56,0.008145332,between,26982,52,26930
318_54-334_1,1.0341544580000002,within,71,0,71
318_54-334_1,1.0341544580000002,between,25759,6,25753
318_54-334_3,1.041300822,within,72,0,72
318_54-334_3,1.041300822,between,14040,0,14040
318_54-335_1,1.031357961,within,563,2,561
318_54-335_1,1.031357961,between,367042,6,367036
318_54-338_1,1.065523743,within,314,5,309
318_54-338_1,1.065523743,between,241228,19,241209
318_54-42_2,1.767798156,within,22,0,22
318_54-42_2,1.767798156,between,18437,0,18437
318_54-44_1,1.7794593039999995,within,35,0,35
318_54-44_1,1.7794593039999995,between,15841,0,15841
318_54-44_3,1.780169744,within,21,0,21
318_54-44_3,1.780169744,between,32361,0,32361
318_54-45_1,1.8596360569999997,within,185,0,185
318_54-45_1,1.8596360569999997,between,124303,0,124303
318_54-46_1,1.7282594329999998,within,87,0,87
318_54-46_1,1.7282594329999998,between,41619,0,41619
318_54-48_2,1.7904814329999998,within,108,0,108
318_54-48_2,1.7904814329999998,between,70956,0,70956
318_54-66_5,1.40198361,within,179,0,179
318_54-66_5,1.40198361,between,160282,0,160282
318_55-335_1,1.0308099969999998,within,21,0,21
318_55-335_1,1.0308099969999998,between,17484,0,17484
318_56-326_1,0.59222312,within,147,5,142
318_56-326_1,0.59222312,between,111393,57,111336
318_56-32_1,1.7649473759999998,within,340,1,339
318_56-32_1,1.7649473759999998,between,211586,0,211586
318_56-330_1,1.050306095,within,123,0,123
318_56-330_1,1.050306095,between,53931,0,53931
318_56-332_1,1.076918462,within,50,0,50
318_56-332_1,1.076918462,between,26977,0,26977
318_56-334_1,1.0317779100000002,within,285,0,285
318_56-334_1,1.0317779100000002,between,175605,0,175605
318_56-334_3,1.038924274,within,177,0,177
318_56-334_3,1.038924274,between,95919,0,95919
318_56-335_1,1.028981413,within,4359,2,4357
318_56-335_1,1.028981413,between,2498856,43,2498813
318_56-336_1,1.046969961,within,23,0,23
318_56-336_1,1.046969961,between,56605,0,56605
318_56-338_1,1.063147195,within,3215,1,3214
318_56-338_1,1.063147195,between,1641571,9,1641562
318_56-36_1,1.7825778959999998,within,32,0,32
318_56-36_1,1.7825778959999998,between,17986,0,17986
318_56-37_1,1.7761143089999998,within,51,0,51
318_56-37_1,1.7761143089999998,between,19254,0,19254
318_56-39_5,1.774721962,within,124,0,124
318_56-39_5,1.774721962,between,85247,0,85247
318_56-42_2,1.765421608,within,138,0,138
318_56-42_2,1.765421608,between,125559,0,125559
318_56-43_1,1.772010618,within,142,0,142
318_56-43_1,1.772010618,between,95096,0,95096
318_56-44_1,1.7770827559999998,within,164,4,160
318_56-44_1,1.7770827559999998,between,107944,1,107943
318_56-44_3,1.777793196,within,301,0,301
318_56-44_3,1.777793196,between,220205,0,220205
318_56-45_1,1.8572595089999997,within,1516,0,1516
318_56-45_1,1.8572595089999997,between,846188,0,846188
318_56-46_1,1.725882885,within,332,8,324
318_56-46_1,1.725882885,between,283666,0,283666
318_56-48_2,1.788104885,within,664,8,656
318_56-48_2,1.788104885,between,483248,2,483246
318_56-50_1,1.783067802,within,27,0,27
318_56-50_1,1.783067802,between,23997,1,23996
318_56-51_1,1.7856460319999998,within,22,0,22
318_56-51_1,1.7856460319999998,between,12419,0,12419
318_56-52_1,1.790180873,within,41,0,41
318_56-52_1,1.790180873,between,29131,0,29131
318_56-66_5,1.399607062,within,1786,2,1784
318_56-66_5,1.399607062,between,1090877,0,1090877
318_56-76_2,1.395980898,within,45,0,45
318_56-76_2,1.395980898,between,25266,0,25266
318_56-90_1,1.6656738809999996,within,103,0,103
318_56-90_1,1.6656738809999996,between,50519,0,50519
318_56-92_1,1.7287907469999997,within,26,0,26
318_56-92_1,1.7287907469999997,between,16276,0,16276
318_56-96_1,1.825699729,within,115,0,115
318_56-96_1,1.825699729,between,113570,0,113570
318_56-97_1,1.85784781,within,121,0,121
318_56-97_1,1.85784781,between,123002,0,123002
318_7-335_1,1.037089026,within,27,0,27
318_7-335_1,1.037089026,between,17478,0,17478
318_7-338_1,1.071254808,within,27,0,27
318_7-338_1,1.071254808,between,11475,0,11475
318_70-335_1,1.030359002,within,36,0,36
318_70-335_1,1.030359002,between,17469,0,17469
318_70-66_5,1.400984651,within,24,0,24
318_70-66_5,1.400984651,between,7617,0,7617
318_71-335_1,1.029622911,within,68,0,68
318_71-335_1,1.029622911,between,23272,0,23272
318_71-338_1,1.063788693,within,32,0,32
318_71-338_1,1.063788693,between,15304,0,15304
318_74-335_1,1.031126299,within,56,0,56
318_74-335_1,1.031126299,between,23284,0,23284
318_74-338_1,1.065292081,within,108,0,108
318_74-338_1,1.065292081,between,15228,1,15227
318_74-45_1,1.8594043949999997,within,116,29,87
318_74-45_1,1.8594043949999997,between,7788,105,7683
318_74-48_2,1.7902497709999998,within,24,2,22
318_74-48_2,1.7902497709999998,between,4488,11,4477
318_76-335_1,1.0293876809999998,within,24,0,24
318_76-335_1,1.0293876809999998,between,23316,0,23316
318_76-46_1,1.7262891529999995,within,36,0,36
318_76-46_1,1.7262891529999995,between,2612,0,2612
318_77-335_1,1.029732204,within,21,0,21
318_77-335_1,1.029732204,between,17484,5,17479
318_78-45_1,1.8574660969999996,within,48,0,48
318_78-45_1,1.8574660969999996,between,3904,0,3904
318_79-335_1,1.029146209,within,29,0,29
318_79-335_1,1.029146209,between,17476,1,17475
318_79-338_1,1.063311991,within,24,0,24
318_79-338_1,1.063311991,between,11478,4,11474
318_79-66_5,1.399771858,within,26,0,26
318_79-66_5,1.399771858,between,7615,0,7615
318_8-335_1,1.037763128,within,134,5,129
318_8-335_1,1.037763128,between,93226,0,93226
318_8-338_1,1.07192891,within,80,0,80
318_8-338_1,1.07192891,between,61264,0,61264
318_8-39_5,1.783503677,within,30,0,30
318_8-39_5,1.783503677,between,3154,0,3154
318_8-48_2,1.7968866,within,27,0,27
318_8-48_2,1.7968866,between,18021,0,18021
318_8-66_5,1.408388777,within,36,0,36
318_8-66_5,1.408388777,between,40716,0,40716
31_2-335_1,2.0201547259999995,within,41,0,41
31_2-335_1,2.0201547259999995,between,29134,0,29134
31_2-338_1,2.054320508,within,25,0,25
31_2-338_1,2.054320508,between,19145,0,19145
31_2-66_5,1.9329522029999997,within,38,0,38
31_2-66_5,1.9329522029999997,between,12697,0,12697
321_1-335_1,1.0978653989999998,within,83,0,83
321_1-335_1,1.0978653989999998,between,99112,6,99106
321_1-338_1,1.132031181,within,46,0,46
321_1-338_1,1.132031181,between,65132,4,65128
321_1-66_5,1.4684910480000002,within,166,0,166
321_1-66_5,1.4684910480000002,between,43133,1,43132
321_1-76_2,1.4648648840000005,within,118,0,118
321_1-76_2,1.4648648840000005,between,885,0,885
321_1-80_1,1.370872808,within,30,0,30
321_1-80_1,1.370872808,between,123,0,123
324_1-335_1,1.018575421,within,24,0,24
324_1-335_1,1.018575421,between,11646,0,11646
325_1-335_1,1.0981230539999998,within,59,0,59
325_1-335_1,1.0981230539999998,between,52456,0,52456
325_1-338_1,1.132288836,within,65,0,65
325_1-338_1,1.132288836,between,34441,0,34441
325_1-48_2,1.857246526,within,35,0,35
325_1-48_2,1.857246526,between,10117,0,10117
325_1-66_5,1.4687487030000002,within,29,0,29
325_1-66_5,1.4687487030000002,between,22894,0,22894
326_1-32_1,1.814603062,within,228,0,228
326_1-32_1,1.814603062,between,128212,1,128211
326_1-330_1,1.0999617810000002,within,49,0,49
326_1-330_1,1.0999617810000002,between,32711,0,32711
326_1-331_1,1.0785378800000005,within,49,0,49
326_1-331_1,1.0785378800000005,between,6191,2,6189
326_1-333_1,1.065415436,within,60,0,60
326_1-333_1,1.065415436,between,12940,0,12940
326_1-334_1,1.081433596,within,215,0,215
326_1-334_1,1.081433596,between,106385,2,106383
326_1-335_1,1.0786370989999998,within,1151,0,1151
326_1-335_1,1.0786370989999998,between,1515949,7,1515942
326_1-336_1,1.0966256470000002,within,162,0,162
326_1-336_1,1.0966256470000002,between,34158,0,34158
326_1-337_1,1.1206276160000002,within,76,0,76
326_1-337_1,1.1206276160000002,between,9804,2,9802
326_1-338_1,1.112802881,within,1993,2,1991
326_1-338_1,1.112802881,between,994847,6,994841
326_1-33_1,1.81409619,within,25,1,24
326_1-33_1,1.81409619,between,9595,1,9594
326_1-39_5,1.824377648,within,112,0,112
326_1-39_5,1.824377648,between,51628,0,51628
326_1-42_2,1.815077294,within,68,1,67
326_1-42_2,1.815077294,between,76112,2,76110
326_1-43_1,1.8216663040000003,within,56,0,56
326_1-43_1,1.8216663040000003,between,57664,1,57663
326_1-44_1,1.826738442,within,109,0,109
326_1-44_1,1.826738442,between,65411,1,65410
326_1-44_3,1.827448882,within,125,0,125
326_1-44_3,1.827448882,between,133515,8,133507
326_1-45_1,1.906915195,within,442,0,442
326_1-45_1,1.906915195,between,513318,4,513314
326_1-46_1,1.7755385709999998,within,186,0,186
326_1-46_1,1.7755385709999998,between,171934,8,171926
326_1-48_2,1.837760571,within,496,0,496
326_1-48_2,1.837760571,between,292784,8,292776
326_1-66_5,1.4492627480000002,within,1326,14,1312
326_1-66_5,1.4492627480000002,between,660894,66,660828
326_1-76_2,1.4456365840000005,within,152,0,152
326_1-76_2,1.4456365840000005,between,15188,4,15184
326_1-80_1,1.351644508,within,30,0,30
326_1-80_1,1.351644508,between,2310,0,2310
326_1-90_1,1.7153295669999995,within,43,0,43
326_1-90_1,1.7153295669999995,between,30637,0,30637
326_1-96_1,1.875355415,within,151,0,151
326_1-96_1,1.875355415,between,68749,0,68749
326_1-97_1,1.907503496,within,58,0,58
326_1-97_1,1.907503496,between,74562,0,74562
32_1-330_1,1.916923511,within,153,0,153
32_1-330_1,1.916923511,between,62091,0,62091
32_1-331_1,1.8954996099999997,within,48,0,48
32_1-331_1,1.8954996099999997,between,11808,0,11808
32_1-333_1,1.8823771659999995,within,23,0,23
32_1-333_1,1.8823771659999995,between,24677,0,24677
32_1-334_1,1.898395326,within,814,2,812
32_1-334_1,1.898395326,between,201726,0,201726
32_1-334_3,1.9055416899999995,within,143,0,143
32_1-334_3,1.9055416899999995,between,110513,0,110513
32_1-335_1,1.8955988289999997,within,3867,1,3866
32_1-335_1,1.8955988289999997,between,2878623,22,2878601
32_1-336_1,1.9135873769999996,within,307,0,307
32_1-336_1,1.9135873769999996,between,64901,49,64852
32_1-337_1,1.937589346,within,51,0,51
32_1-337_1,1.937589346,between,18721,0,18721
32_1-338_1,1.9297646109999995,within,3641,2,3639
32_1-338_1,1.9297646109999995,between,1890355,71,1890284
32_1-36_1,0.11437348800000002,within,45,4,41
32_1-36_1,0.11437348800000002,between,20703,2157,18546
32_1-37_1,0.1079099010000002,within,62,24,38
32_1-37_1,0.1079099010000002,between,22168,2077,20091
32_1-39_2,0.1738461010000001,within,32,28,4
32_1-39_2,0.1738461010000001,between,26644,2412,24232
32_1-39_4,0.17674822599999995,within,154,148,6
32_1-39_4,0.17674822599999995,between,7256,1107,6149
32_1-39_5,0.17860909799999947,within,229,39,190
32_1-39_5,0.17860909799999947,between,98077,8683,89394
32_1-40_1,0.13100607600000025,within,92,10,82
32_1-40_1,0.13100607600000025,between,14728,1947,12781
32_1-42_2,0.124894834,within,434,289,145
32_1-42_2,0.124894834,between,144308,12479,131829
32_1-43_1,0.1314838439999999,within,238,37,201
32_1-43_1,0.1314838439999999,between,109430,11724,97706
32_1-44_1,0.13655598199999996,within,411,207,204
32_1-44_1,0.13655598199999996,between,124077,16250,107827
32_1-44_3,0.13726642199999972,within,1095,748,347
32_1-44_3,0.13726642199999972,between,252821,29783,223038
32_1-44_4,0.14582814799999966,within,56,0,56
32_1-44_4,0.14582814799999966,between,14764,1513,13251
32_1-45_1,0.4668945849999999,within,1791,762,1029
32_1-45_1,0.4668945849999999,between,974353,88935,885418
32_1-46_1,0.24640737899999987,within,681,441,240
32_1-46_1,0.24640737899999987,between,326347,36751,289596
