secondary_cluster	x	y
338_1	-0.11022056502806	0.03170785206756217
335_1	0.10041340175694165	0.5428216728856168
224_1	0.36763240211487885	-0.1053523886650967
233_3	0.20819793998964398	-0.5399680069019788
39_5	-0.2038580803886773	-0.5149383228372322
48_2	0.46391230832269925	0.347478284713212
334_3	-0.6792931192285218	-0.28041691388673884
228_1	-0.4251967639309614	0.5991391209143506
66_5	-0.7215875236079428	0.20810876102795495
337_1	0.9999999999999999	-0.28858005931765407
