trait,trait_id,cohort,trait_value,bin,phylo_dist_mean,hgt_rate_mean,n_pairs,n_bins
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.537, 0.603]",0.57062291475,0.0,4,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.603, 0.67]",0.6220146099999999,0.0,3,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.67, 0.736]",0.7244411419999998,0.0,12,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.736, 0.803]",0.7637406079999998,0.0,10,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.803, 0.869]",0.8485463744444441,0.12357064232064231,18,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.869, 0.936]",0.9025197073124996,0.23425988364110925,48,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(0.936, 1.002]",0.9689886348499996,0.06744391962813015,20,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.002, 1.069]",1.0455957514305552,0.11908376509821345,72,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.069, 1.135]",1.0919790899999995,0.0801265695552669,12,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.135, 1.202]",1.1524450002631574,0.15179624515272824,19,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.202, 1.268]",1.233505441,0.0,3,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.268, 1.335]",1.31914919,0.0,3,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.335, 1.401]",1.3827303844999996,0.0,12,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.401, 1.468]",1.4311673738888886,0.0,9,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.468, 1.534]",1.5010548662499998,0.0,8,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.534, 1.601]",1.5849377238,0.0,25,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.601, 1.667]",1.6258595261999997,0.0,10,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.667, 1.734]",1.6935983681666664,0.0,12,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.734, 1.8]",1.7758132406444442,3.534817956875221e-05,45,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.8, 1.867]",1.8230213979069767,0.00013325169856268922,129,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.867, 1.933]",1.9025736466379308,6.079141064130262e-05,58,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,Dutch,2,"(1.933, 2.0]",1.955142876522388,0.0,67,30
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(0.00827, 0.0775]",0.04742319399999976,0.13289491711193313,3,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(0.0775, 0.144]",0.1042140119999999,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(0.21, 0.276]",0.23260458666666672,0.0,3,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(0.276, 0.343]",0.2880451649999997,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(0.475, 0.541]",0.524718757,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(0.541, 0.608]",0.588003761,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.005, 1.072]",1.0371831543999999,0.0,5,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.072, 1.138]",1.086677492,0.0,3,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.27, 1.337]",1.2735411009999995,0.0,2,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.469, 1.535]",1.472139242,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.535, 1.602]",1.6012873579999998,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.602, 1.668]",1.656646510333333,0.0,3,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.668, 1.734]",1.7337369599999997,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.734, 1.8]",1.7891073214999997,0.0,2,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.8, 1.867]",1.8540830776249997,0.0,8,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.867, 1.933]",1.8865658453999998,0.0,5,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,0,"(1.933, 1.999]",1.976327695,0.0,1,17
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.409, 0.475]",0.4595641379999997,0.0,1,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.475, 0.541]",0.5395377530000003,0.6666666666666666,1,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.608, 0.674]",0.6309759086666663,0.0,3,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.674, 0.74]",0.7138120911111108,0.0,9,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.74, 0.806]",0.7901958349999996,0.0,1,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.806, 0.873]",0.8633406054000001,0.0,5,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.873, 0.939]",0.9096603735000002,0.0,2,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(0.939, 1.005]",0.9456706874999998,0.0,2,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.072, 1.138]",1.0884626484999993,0.0,2,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.138, 1.204]",1.1942607229999993,0.0,1,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.204, 1.27]",1.2385600359999998,0.0,3,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.27, 1.337]",1.3204912815,0.0,2,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.337, 1.403]",1.3946545396,0.0,5,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.403, 1.469]",1.441929332,0.0,2,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.469, 1.535]",1.5247016465333334,0.0,15,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.535, 1.602]",1.5717077433333335,0.0,6,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.602, 1.668]",1.6488715104,0.0,5,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.668, 1.734]",1.7088467191249999,0.0,16,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.734, 1.8]",1.7722158105999999,0.0,35,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.8, 1.867]",1.8397519118285715,0.002639602244054456,35,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.867, 1.933]",1.908504507735294,0.0006830272454589394,68,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,1,"(1.933, 1.999]",1.9630746113043478,0.00010683244528032957,23,22
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.00827, 0.0775]",0.05312546574999985,0.43595128009089645,36,23
enzyme activity: alkaline phosphatase (EC3.1.3.1),enzyme_activity_alkaline_phosphatase_ec3_1_3_1,US,2,"(0.0775, 0.144]",0.11606171883999991,0.5612238181977208,25,23
