category,category_name,species_pair_name,species_pair,COG24_FUNCTION_ID,COG24_FUNCTION_NAME,n_row,n_individual,n_genome_pair,n_row_ibd0,n_individual_ibd0,n_genome_pair_ibd0,n_row_ibd1,n_individual_ibd1,n_genome_pair_ibd1,total_row,total_individual,total_genome_pair,total_row_ibd0,total_individual_ibd0,total_genome_pair_ibd0,total_row_ibd1,total_individual_ibd1,total_genome_pair_ibd1,prop_row,prop_individual,prop_genome_pair,prop_row_ibd0,prop_individual_ibd0,prop_genome_pair_ibd0,prop_row_ibd1,prop_individual_ibd1,prop_genome_pair_ibd1,ibd1_positive,ibd1_negative,ibd0_positive,ibd0_negative,fisher_or,fisher_p,fisher_or_haldane,log2_or_haldane,neglog10_p,fisher_q_bh,fisher_sig_bh,direction,label
C,Energy production and conversion,Bacillus_A_cytotoxicus | Bacillus_A_paranthracis,203_1-204_1,COG1062,Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71),5,2,5,5,2,5,0,0,0,13,6,13,13.0,6.0,13.0,0.0,0.0,0.0,0.3846153846153846,0.3333333333333333,0.3846153846153846,0.3846153846153846,0.3333333333333333,0.3846153846153846,0.0,0.0,0.0,0,0,5,8,,1.0,1.5454545454545454,0.6280312226130421,-0.0,1.0,False,IBD_enriched,Bacillus_A_cytotoxicus | Bacillus_A_paranthracis | COG1062
C,Energy production and conversion,Alistipes_shahii | Bacteroides_xylanisolvens,10_2-44_1,COG2966,"Succinate/dicarboxylate transporter YjjP, DUF1212 family (YjjP) (PUBMED:28673128;29395959)",1,1,1,1,1,1,0,0,0,31,12,31,26.0,10.0,26.0,5.0,2.0,5.0,0.032258064516129,0.0833333333333333,0.032258064516129,0.0384615384615384,0.1,0.0384615384615384,0.0,0.0,0.0,0,5,1,25,0.0,1.0,1.5454545454545454,0.6280312226130421,-0.0,1.0,False,IBD_enriched,Alistipes_shahii | Bacteroides_xylanisolvens | COG2966
C,Energy production and conversion,Alistipes_shahii | Bacteroides_xylanisolvens,10_2-44_1,COG3610,"Succinate/dicarboxylate exporter YjjB, DUF3815 family (YjjB) (PUBMED:28673128;29395959)",1,1,1,1,1,1,0,0,0,31,12,31,26.0,10.0,26.0,5.0,2.0,5.0,0.032258064516129,0.0833333333333333,0.032258064516129,0.0384615384615384,0.1,0.0384615384615384,0.0,0.0,0.0,0,5,1,25,0.0,1.0,1.5454545454545454,0.6280312226130421,-0.0,1.0,False,IBD_enriched,Alistipes_shahii | Bacteroides_xylanisolvens | COG3610
C,Energy production and conversion,Bacteroides_cellulosilyticus | Bacteroides_uniformis,39_5-48_2,COG0716,Flavodoxin (FldA) (PDB:1AG9),2,1,2,2,1,2,0,0,0,434,60,434,378.0,59.0,378.0,56.0,1.0,56.0,0.0046082949308755,0.0166666666666666,0.0046082949308755,0.0052910052910052,0.0169491525423728,0.0052910052910052,0.0,0.0,0.0,0,56,2,376,0.0,1.0,1.3327433628318583,0.4143989973693781,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Bacteroides_uniformis | COG0716
C,Energy production and conversion,Parabacteroides_merdae | Phocaeicola_vulgatus,26_2-46_1,COG0716,Flavodoxin (FldA) (PDB:1AG9),1,1,1,1,1,1,0,0,0,309,89,309,238.0,83.0,238.0,71.0,6.0,71.0,0.0032362459546925,0.0112359550561797,0.0032362459546925,0.0042016806722689,0.0120481927710843,0.0042016806722689,0.0,0.0,0.0,0,71,1,237,0.0,1.0,1.1072261072261071,0.14694986571876448,-0.0,1.0,False,IBD_enriched,Parabacteroides_merdae | Phocaeicola_vulgatus | COG0716
C,Energy production and conversion,Fusicatenibacter_saccharivorans | Blautia_A_wexlerae,138_1-142_1,COG0716,Flavodoxin (FldA) (PDB:1AG9),1,1,1,1,1,1,0,0,0,2,2,2,2.0,2.0,2.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,0,1,1,,1.0,1.0,0.0,-0.0,1.0,False,nonIBD_enriched,Fusicatenibacter_saccharivorans | Blautia_A_wexlerae | COG0716
C,Energy production and conversion,Enterobacter_hormaechei_A | Klebsiella_grimontii,72_1-78_2,COG1062,Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71),1,1,1,1,1,1,0,0,0,2,1,2,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0,0,1,1,,1.0,1.0,0.0,-0.0,1.0,False,nonIBD_enriched,Enterobacter_hormaechei_A | Klebsiella_grimontii | COG1062
C,Energy production and conversion,Enterobacter_hormaechei_A | Klebsiella_grimontii,72_1-78_2,COG1902,"NADH:flavin reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)",1,1,1,1,1,1,0,0,0,2,1,2,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0,0,1,1,,1.0,1.0,0.0,-0.0,1.0,False,nonIBD_enriched,Enterobacter_hormaechei_A | Klebsiella_grimontii | COG1902
C,Energy production and conversion,Bacteroides_caccae | Bacteroides_xylanisolvens,43_1-44_1,COG2764,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",1,1,1,1,1,1,0,0,0,59,20,59,44.0,19.0,44.0,15.0,1.0,15.0,0.0169491525423728,0.05,0.0169491525423728,0.0227272727272727,0.0526315789473684,0.0227272727272727,0.0,0.0,0.0,0,15,1,43,0.0,1.0,0.9354838709677419,-0.09621531525930319,-0.0,1.0,False,nonIBD_enriched,Bacteroides_caccae | Bacteroides_xylanisolvens | COG2764
C,Energy production and conversion,Lactobacillus_paragasseri | Limosilactobacillus_fermentum,102_1-112_1,COG1249,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:4JDR) (PUBMED:8061609),9,1,9,9,1,9,0,0,0,98,24,98,93.0,22.0,93.0,5.0,2.0,5.0,0.0918367346938775,0.0416666666666666,0.0918367346938775,0.0967741935483871,0.0454545454545454,0.0967741935483871,0.0,0.0,0.0,0,5,9,84,0.0,1.0,0.8086124401913876,-0.30647969579869844,-0.0,1.0,False,nonIBD_enriched,Lactobacillus_paragasseri | Limosilactobacillus_fermentum | COG1249
C,Energy production and conversion,Bacteroides_cellulosilyticus | Parabacteroides_distasonis,39_5-45_1,COG0716,Flavodoxin (FldA) (PDB:1AG9),36,1,36,36,1,36,0,0,0,525,66,525,517.0,65.0,517.0,8.0,1.0,8.0,0.0685714285714285,0.0151515151515151,0.0685714285714285,0.06963249516441,0.0153846153846153,0.06963249516441,0.0,0.0,0.0,0,8,36,481,0.0,1.0,0.7759871071716358,-0.36589541228689737,-0.0,1.0,False,nonIBD_enriched,Bacteroides_cellulosilyticus | Parabacteroides_distasonis | COG0716
C,Energy production and conversion,Bacteroides_thetaiotaomicron | Bacteroides_uniformis,42_2-48_2,COG1035,"Coenzyme F420-reducing hydrogenase, beta subunit (FrhB) (PDB:3ZFS)",1,1,1,1,1,1,0,0,0,417,98,417,289.0,90.0,289.0,128.0,8.0,128.0,0.0023980815347721,0.010204081632653,0.0023980815347721,0.0034602076124567,0.0111111111111111,0.0034602076124567,0.0,0.0,0.0,0,128,1,288,0.0,1.0,0.748378728923476,-0.4181595412695518,-0.0,1.0,False,nonIBD_enriched,Bacteroides_thetaiotaomicron | Bacteroides_uniformis | COG1035
C,Energy production and conversion,Fusicatenibacter_saccharivorans | Dorea_A_longicatena_B,138_1-153_2,COG0716,Flavodoxin (FldA) (PDB:1AG9),3,1,3,3,1,3,0,0,0,5,1,5,5.0,1.0,5.0,0.0,0.0,0.0,0.6,1.0,0.6,0.6,1.0,0.6,0.0,0.0,0.0,0,0,3,2,,1.0,0.7142857142857143,-0.4854268271702417,-0.0,1.0,False,nonIBD_enriched,Fusicatenibacter_saccharivorans | Dorea_A_longicatena_B | COG0716
C,Energy production and conversion,Blautia_A_wexlerae | Dorea_A_longicatena_B,142_1-153_2,COG0716,Flavodoxin (FldA) (PDB:1AG9),3,1,3,3,1,3,0,0,0,5,1,5,5.0,1.0,5.0,0.0,0.0,0.0,0.6,1.0,0.6,0.6,1.0,0.6,0.0,0.0,0.0,0,0,3,2,,1.0,0.7142857142857143,-0.4854268271702417,-0.0,1.0,False,nonIBD_enriched,Blautia_A_wexlerae | Dorea_A_longicatena_B | COG0716
C,Energy production and conversion,Bacteroides_thetaiotaomicron | Parabacteroides_distasonis,42_2-45_1,COG0716,Flavodoxin (FldA) (PDB:1AG9),1,1,1,1,1,1,0,0,0,1254,96,1254,766.0,89.0,766.0,488.0,7.0,488.0,0.0007974481658692,0.0104166666666666,0.0007974481658692,0.0013054830287206,0.0112359550561797,0.0013054830287206,0.0,0.0,0.0,0,488,1,765,0.0,1.0,0.5223473217331969,-0.9369186851897535,-0.0,1.0,False,nonIBD_enriched,Bacteroides_thetaiotaomicron | Parabacteroides_distasonis | COG0716
C,Energy production and conversion,Bacteroides_thetaiotaomicron | Bacteroides_uniformis,42_2-48_2,COG0716,Flavodoxin (FldA) (PDB:1AG9),2,1,2,2,1,2,0,0,0,417,98,417,289.0,90.0,289.0,128.0,8.0,128.0,0.0047961630695443,0.010204081632653,0.0047961630695443,0.0069204152249134,0.0111111111111111,0.0069204152249134,0.0,0.0,0.0,0,128,2,287,0.0,1.0,0.4474708171206226,-1.1601344982495028,-0.0,1.0,False,nonIBD_enriched,Bacteroides_thetaiotaomicron | Bacteroides_uniformis | COG0716
C,Energy production and conversion,Limosilactobacillus_fermentum | Limosilactobacillus_oris,112_1-116_1,COG1249,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:4JDR) (PUBMED:8061609),8,1,8,8,1,8,0,0,0,28,5,28,26.0,4.0,26.0,2.0,1.0,2.0,0.2857142857142857,0.2,0.2857142857142857,0.3076923076923077,0.25,0.3076923076923077,0.0,0.0,0.0,0,2,8,18,0.0,1.0,0.43529411764705883,-1.199937570508752,-0.0,1.0,False,nonIBD_enriched,Limosilactobacillus_fermentum | Limosilactobacillus_oris | COG1249
C,Energy production and conversion,Bacteroides_fragilis | Phocaeicola_vulgatus,32_1-46_1,COG2966,"Succinate/dicarboxylate transporter YjjP, DUF1212 family (YjjP) (PUBMED:28673128;29395959)",1,1,1,1,1,1,0,0,0,258,36,258,142.0,32.0,142.0,116.0,4.0,116.0,0.003875968992248,0.0277777777777777,0.003875968992248,0.0070422535211267,0.03125,0.0070422535211267,0.0,0.0,0.0,0,116,1,141,0.0,1.0,0.40486409155937053,-1.304490402543554,-0.0,1.0,False,nonIBD_enriched,Bacteroides_fragilis | Phocaeicola_vulgatus | COG2966
C,Energy production and conversion,Bacteroides_fragilis | Phocaeicola_vulgatus,32_1-46_1,COG3610,"Succinate/dicarboxylate exporter YjjB, DUF3815 family (YjjB) (PUBMED:28673128;29395959)",1,1,1,1,1,1,0,0,0,258,36,258,142.0,32.0,142.0,116.0,4.0,116.0,0.003875968992248,0.0277777777777777,0.003875968992248,0.0070422535211267,0.03125,0.0070422535211267,0.0,0.0,0.0,0,116,1,141,0.0,1.0,0.40486409155937053,-1.304490402543554,-0.0,1.0,False,nonIBD_enriched,Bacteroides_fragilis | Phocaeicola_vulgatus | COG3610
C,Energy production and conversion,Bacteroides_ovatus | Parabacteroides_distasonis,44_3-45_1,COG2013,"AIM24 protein, required for mitochondrial respiration (AIM24) (PDB:1YOX) (PUBMED:24928273;24714493)",1,1,1,1,1,1,0,0,0,1627,119,1627,877.0,102.0,877.0,750.0,17.0,750.0,0.0006146281499692,0.0084033613445378,0.0006146281499692,0.0011402508551881,0.0098039215686274,0.0011402508551881,0.0,0.0,0.0,0,750,1,876,0.0,1.0,0.38929602487230736,-1.3610604815823066,-0.0,1.0,False,nonIBD_enriched,Bacteroides_ovatus | Parabacteroides_distasonis | COG2013
C,Energy production and conversion,Bacteroides_finegoldii | Bacteroides_xylanisolvens,40_1-44_1,COG1853,"FMN reductase RutF, DIM6/NTAB family (RutF) (PDB:1EJE)",1,1,1,1,1,1,0,0,0,6,3,6,3.0,2.0,3.0,3.0,1.0,3.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0,3,1,2,0.0,1.0,0.23809523809523808,-2.070389327891398,-0.0,1.0,False,nonIBD_enriched,Bacteroides_finegoldii | Bacteroides_xylanisolvens | COG1853
