species_pair,n_total_pairs,n_hgt_pairs,hgt_rate,phylo_dist,trait_value
124_1-26_2,49,0,0.0,2.531068214,0
124_1-286_1,1,0,0.0,1.513432886,1
124_1-297_1,3,0,0.0,0.831017949,0
124_1-29_1,1,0,0.0,2.431080832,0
124_1-308_1,2,0,0.0,1.9033353,0
124_1-318_38,10,0,0.0,1.803797582,0
124_1-318_39,4,0,0.0,1.805419307,0
124_1-318_48,3,0,0.0,1.80423834,0
124_1-318_54,5,0,0.0,1.804670793,0
124_1-318_56,6,0,0.0,1.802294245,0
124_1-318_8,1,0,0.0,1.81107596,0
124_1-326_1,19,0,0.0,1.851949931,0
124_1-32_1,6,0,0.0,2.415330895,0
124_1-330_1,29,0,0.0,1.95427038,0
124_1-334_1,2,0,0.0,1.935742195,0
124_1-335_1,411,0,0.0,1.932945698,0
124_1-336_1,3,0,0.0,1.950934246,0
124_1-338_1,175,0,0.0,1.96711148,0
124_1-34_1,18,0,0.0,2.320993277,0
124_1-38_1,2,0,0.0,2.412388936,0
124_1-39_2,9,0,0.0,2.420342484,0
124_1-39_5,17,0,0.0,2.425105481,0
124_1-40_1,6,0,0.0,2.421916369,0
124_1-42_1,10,0,0.0,2.416597406,0
124_1-42_2,28,0,0.0,2.415805127,0
124_1-43_1,42,0,0.0,2.422394137,0
124_1-44_1,22,0,0.0,2.427466275,0
124_1-44_3,48,0,0.0,2.428176715,0
124_1-45_1,53,0,0.0,2.5076430279999995,0
124_1-46_1,90,0,0.0,2.3762664039999994,0
124_1-47_2,8,0,0.0,2.380675919,0
124_1-48_2,62,0,0.0,2.438488404,0
124_1-4_3,18,0,0.0,2.319741056,0
124_1-50_1,2,0,0.0,2.433451321,0
124_1-52_1,1,0,0.0,2.440564392,0
124_1-66_5,135,0,0.0,2.049990581,1
124_1-69_2,2,0,0.0,2.046894621,1
124_1-76_2,1,0,0.0,2.046364417,0
124_1-76_3,2,0,0.0,2.036163242,0
124_1-90_1,5,0,0.0,0.5021853960000002,0
124_1-96_1,28,0,0.0,0.7368404540000002,0
124_1-97_1,19,0,0.0,0.7689885350000001,0
124_1-9_2,6,0,0.0,2.210899946,0
125_1-12_1,3,0,0.0,2.153860424,0
125_1-14_1,22,0,0.0,2.235763942,0
125_1-152_1,2,0,0.0,1.5315255799999998,0
125_1-161_1,1,0,0.0,1.5559015429999996,0
125_1-171_1,2,0,0.0,1.5928091309999997,1
125_1-178_1,2,0,0.0,1.2078483419999997,0
125_1-178_2,2,0,0.0,1.207143977,0
125_1-179_1,9,0,0.0,1.2521842520000002,0
125_1-180_1,8,0,0.0,1.2646600169999995,0
125_1-181_3,13,0,0.0,1.2593986379999995,0
125_1-182_1,8,0,0.0,0.7482597229999999,0
125_1-186_1,4,0,0.0,1.4273782329999998,0
125_1-187_1,4,0,0.0,1.4272800139999997,1
125_1-196_1,2,0,0.0,0.8466034439999999,1
125_1-20_1,23,0,0.0,2.475968841,0
125_1-210_1,5,0,0.0,1.211217199,0
125_1-223_1,6,0,0.0,0.6453362109999996,0
125_1-228_2,7,0,0.0,0.750474326,0
125_1-229_2,1,0,0.0,0.7351492829999997,0
125_1-229_3,143,0,0.0,0.7320696649999996,0
125_1-230_1,2,0,0.0,0.7219398689999998,0
125_1-233_1,21,0,0.0,0.7331417600000001,0
125_1-233_3,26,0,0.0,0.7344023019999999,0
125_1-234_2,3,0,0.0,0.7241844269999995,0
125_1-234_5,4,0,0.0,0.7355610079999999,0
125_1-238_3,30,0,0.0,0.7125132919999997,0
125_1-240_1,8,0,0.0,0.7740448099999999,0
125_1-24_2,2,0,0.0,2.484268732999999,0
125_1-264_1,2,0,0.0,1.506951758,0
125_1-268_1,2,0,0.0,0.7450713279999994,0
125_1-26_2,72,0,0.0,2.4884469559999998,0
125_1-26_3,9,0,0.0,2.477553898,0
125_1-283_1,38,0,0.0,1.4454351129999998,0
125_1-295_0,1,0,0.0,1.0047831169999997,0
125_1-297_1,9,0,0.0,0.788396691,0
125_1-298_1,13,0,0.0,1.002013325,0
125_1-29_1,1,0,0.0,2.388459574,0
125_1-318_19,2,0,0.0,1.7597530119999998,0
125_1-318_21,14,0,0.0,1.75902904,0
125_1-318_38,5,0,0.0,1.7611763239999998,0
125_1-318_40,10,0,0.0,1.7601350979999997,0
125_1-318_42,1,0,0.0,1.7613905609999998,0
125_1-318_54,21,0,0.0,1.7620495349999998,0
125_1-318_56,64,0,0.0,1.759672987,0
125_1-31_2,2,0,0.0,2.4972655339999994,0
125_1-324_1,2,0,0.0,1.7492669949999995,0
125_1-325_1,2,0,0.0,1.828814628,0
125_1-326_1,14,0,0.0,1.809328673,0
125_1-32_1,51,0,0.0,2.372709637,0
125_1-330_1,19,0,0.0,1.911649122,0
125_1-332_1,56,0,0.0,1.938261489,0
125_1-333_1,9,0,0.0,1.877102777,0
125_1-334_1,84,0,0.0,1.893120937,0
125_1-334_2,2,0,0.0,1.8975465209999995,0
125_1-334_3,48,0,0.0,1.900267301,0
125_1-335_1,1390,0,0.0,1.8903244399999997,0
125_1-336_1,18,0,0.0,1.908312988,0
125_1-338_1,843,0,0.0,1.924490222,0
125_1-36_1,10,0,0.0,2.390340157,0
125_1-37_1,9,0,0.0,2.3838765699999995,0
125_1-39_2,15,0,0.0,2.377721226,0
125_1-39_3,2,0,0.0,2.38392834,0
125_1-39_5,33,0,0.0,2.382484223,0
125_1-40_1,9,0,0.0,2.379295111,0
125_1-41_1,2,0,0.0,2.3870169119999995,0
125_1-42_1,4,0,0.0,2.373976148,0
125_1-42_2,93,0,0.0,2.373183869,0
125_1-43_1,29,0,0.0,2.379772879,0
125_1-44_1,42,0,0.0,2.3848450169999995,0
125_1-44_3,88,0,0.0,2.385555457,0
125_1-44_4,2,0,0.0,2.394117183,0
125_1-45_1,602,0,0.0,2.4650217699999994,0
125_1-46_1,136,0,0.0,2.333645146,0
125_1-47_2,12,0,0.0,2.338054661,0
125_1-48_2,261,0,0.0,2.395867146,0
125_1-4_2,1,0,0.0,2.27936315,0
125_1-50_1,10,0,0.0,2.390830063,0
125_1-51_1,4,0,0.0,2.393408293,0
125_1-52_1,10,0,0.0,2.397943134,0
125_1-66_3,6,0,0.0,2.014411539,1
125_1-66_4,6,0,0.0,2.008851117,1
125_1-66_5,471,0,0.0,2.007369323,1
125_1-69_3,2,0,0.0,2.006025965,1
125_1-71_1,1,0,0.0,2.016437906,1
125_1-76_2,9,0,0.0,2.003743159,0
125_1-76_3,1,0,0.0,1.993541984,0
125_1-77_2,8,0,0.0,1.9922021949999995,0
125_1-87_1,6,0,0.0,1.300879802,0
125_1-8_1,1,0,0.0,2.1729997939999994,0
125_1-90_1,27,0,0.0,0.4595641379999997,0
125_1-94_1,1,0,0.0,0.5570811450000002,0
125_1-96_1,99,0,0.0,0.6942191960000001,0
125_1-97_1,93,1,0.010752688172043012,0.726367277,0
125_1-99_2,9,0,0.0,0.526307804,0
125_1-9_1,1,0,0.0,2.171010153,0
125_1-9_2,2,0,0.0,2.168278688,0
12_1-14_1,2,2,1.0,0.8991860379999994,0
12_1-150_1,2,0,0.0,2.0539347719999994,0
12_1-171_1,1,0,0.0,2.131628211,1
12_1-175_1,1,0,0.0,2.283114309,0
12_1-180_1,1,0,0.0,1.8772991069999996,0
12_1-181_1,1,0,0.0,1.868208092,0
12_1-181_3,4,0,0.0,1.872037728,0
12_1-187_1,2,0,0.0,1.966099094,1
12_1-229_3,16,0,0.0,2.095936894999999,0
12_1-230_1,1,0,0.0,2.085807099,0
12_1-233_1,3,0,0.0,2.0970089899999995,0
12_1-233_3,3,0,0.0,2.0982695319999998,0
12_1-234_5,1,0,0.0,2.099428238,0
12_1-234_8,1,0,0.0,2.0971852399999995,0
12_1-26_2,13,2,0.15384615384615385,1.1518690519999994,0
12_1-283_1,1,0,0.0,1.9842541929999995,0
12_1-318_13,7,0,0.0,1.552956192,0
12_1-318_19,2,0,0.0,1.5461781879999998,0
12_1-318_38,1,0,0.0,1.5476015,0
12_1-318_39,3,0,0.0,1.5492232249999998,0
12_1-318_40,2,0,0.0,1.5465602739999995,0
12_1-318_54,7,0,0.0,1.548474711,0
12_1-318_56,5,0,0.0,1.546098163,0
12_1-31_2,1,0,0.0,1.1606876299999995,0
12_1-325_1,2,0,0.0,1.6152398039999998,0
12_1-326_1,12,0,0.0,1.5957538489999998,0
12_1-32_1,33,0,0.0,1.0361317329999995,0
12_1-334_1,4,0,0.0,1.679546113,0
12_1-334_3,19,0,0.0,1.686692477,0
12_1-335_1,161,0,0.0,1.6767496159999995,0
12_1-338_1,109,0,0.0,1.7109153979999998,0
12_1-36_1,5,0,0.0,1.0537622529999997,0
12_1-37_1,3,0,0.0,1.0472986659999992,0
12_1-39_3,2,0,0.0,1.047350436,0
12_1-39_5,13,8,0.6153846153846154,1.0459063189999998,0
12_1-41_1,1,1,1.0,1.0504390079999992,0
12_1-42_2,5,0,0.0,1.0366059649999997,0
12_1-43_1,5,0,0.0,1.043194975,0
12_1-44_1,7,0,0.0,1.0482671129999992,0
12_1-44_3,4,0,0.0,1.0489775529999998,0
12_1-45_1,24,3,0.125,1.1284438659999991,0
12_1-46_1,24,2,0.08333333333333333,0.9970672419999996,0
12_1-48_2,47,4,0.0851063829787234,1.0592892419999995,0
12_1-4_1,2,0,0.0,0.9396239879999996,0
12_1-62_1,5,0,0.0,1.568134338,1
12_1-66_3,3,0,0.0,1.5965893089999998,1
12_1-66_4,8,0,0.0,1.591028887,1
12_1-66_5,62,0,0.0,1.589547093,1
12_1-69_1,1,0,0.0,1.5866990489999997,1
12_1-87_1,1,0,0.0,1.9135188919999997,0
12_1-8_1,2,0,0.0,0.1553564519999999,0
12_1-96_1,3,0,0.0,2.219887166,0
12_1-9_2,1,0,0.0,0.150635346,0
134_1-223_1,1,0,0.0,1.093233627,0
134_1-229_1,1,0,0.0,1.1795419729999996,0
134_1-283_1,7,0,0.0,1.667359749,0
134_1-290_1,2,0,0.0,1.7097412989999996,1
134_1-312_1,1,0,0.0,1.994264758,0
134_1-318_38,5,0,0.0,1.98310096,0
134_1-318_56,4,0,0.0,1.981597623,0
134_1-333_1,1,0,0.0,2.099027413,0
134_1-335_1,4,0,0.0,2.1122490760000003,0
134_1-338_1,2,0,0.0,2.146414858,0
134_1-43_1,1,0,0.0,2.601697515,0
134_1-45_1,1,0,0.0,2.686946406,0
134_1-48_2,2,0,0.0,2.617791782,0
134_1-66_5,6,0,0.0,2.229293959,1
134_1-90_1,6,0,0.0,1.143891504,0
134_1-97_1,1,0,0.0,1.336065433,0
138_1-152_1,2,0,0.0,0.460665605,0
138_1-179_1,1,0,0.0,1.2906554729999995,0
138_1-20_1,1,0,0.0,2.4406200519999994,0
138_1-223_1,4,0,0.0,1.435035572,0
138_1-229_3,13,0,0.0,1.5217690259999994,0
138_1-234_8,1,0,0.0,1.523017371,0
138_1-238_1,12,0,0.0,1.5047155209999996,0
138_1-257_1,3,3,1.0,0.544428253,0
138_1-298_1,8,0,0.0,1.5657399059999997,0
138_1-318_54,5,0,0.0,1.726700746,0
138_1-318_56,1,0,0.0,1.724324198,0
138_1-326_1,1,0,0.0,1.773979884,0
138_1-32_1,6,0,0.0,2.337360848,0
138_1-334_1,1,0,0.0,1.857772148,0
138_1-335_1,77,0,0.0,1.854975651,0
138_1-336_1,1,0,0.0,1.872964199,0
138_1-338_1,58,0,0.0,1.889141433,0
138_1-38_1,1,0,0.0,2.334418889,0
138_1-39_2,1,0,0.0,2.342372437,0
138_1-42_2,1,0,0.0,2.33783508,0
138_1-43_1,2,0,0.0,2.34442409,0
138_1-44_1,2,0,0.0,2.349496228,0
138_1-44_3,3,0,0.0,2.350206668,0
138_1-44_4,1,0,0.0,2.358768394,0
138_1-45_1,3,0,0.0,2.4296729809999995,0
138_1-46_1,5,0,0.0,2.2982963569999995,0
138_1-48_2,5,0,0.0,2.360518357,0
138_1-66_3,4,0,0.0,1.97906275,1
138_1-66_5,16,0,0.0,1.972020534,1
138_1-97_1,1,0,0.0,1.6778673779999995,0
149_1-14_1,2,0,0.0,2.1604813759999995,0
149_1-152_1,7,3,0.42857142857142855,0.4207318279999996,0
149_1-179_1,1,0,0.0,1.2507216959999998,0
149_1-180_1,2,0,0.0,1.2631974609999994,0
149_1-208_1,1,0,0.0,1.4470142009999998,0
149_1-20_1,1,0,0.0,2.4006862749999995,0
149_1-229_3,3,0,0.0,1.481835248999999,0
149_1-257_1,1,0,0.0,0.5044944759999996,0
149_1-26_2,4,0,0.0,2.4131643899999995,0
149_1-318_21,1,0,0.0,1.683746474,0
149_1-318_44,1,0,0.0,1.686859923,0
149_1-318_56,11,0,0.0,1.6843904209999998,0
149_1-326_1,3,0,0.0,1.7340461069999995,0
149_1-330_1,3,0,0.0,1.8363665559999995,0
149_1-334_1,2,0,0.0,1.817838371,0
149_1-334_3,5,0,0.0,1.824984735,0
149_1-335_1,30,0,0.0,1.815041874,0
149_1-338_1,29,0,0.0,1.849207656,0
149_1-36_1,1,0,0.0,2.3150575909999995,0
149_1-37_1,2,0,0.0,2.3085940039999997,0
149_1-39_5,3,0,0.0,2.307201657,0
149_1-42_2,3,0,0.0,2.297901303,0
149_1-43_1,1,0,0.0,2.304490313,0
149_1-44_1,1,0,0.0,2.3095624509999992,0
149_1-44_3,2,0,0.0,2.310272891,0
149_1-45_1,7,0,0.0,2.389739203999999,0
149_1-46_1,8,0,0.0,2.25836258,0
149_1-48_2,10,0,0.0,2.32058458,0
149_1-51_1,1,0,0.0,2.3181257269999995,0
149_1-52_1,1,0,0.0,2.3226605679999994,0
149_1-66_5,5,0,0.0,1.932086757,1
149_1-96_1,4,0,0.0,1.60578552,0
14_1-152_1,1,0,0.0,2.152248178,0
14_1-171_1,1,0,0.0,2.213531729,1
14_1-178_2,1,0,0.0,2.426941945,0
14_1-180_1,15,0,0.0,1.959202625,0
14_1-181_3,1,0,0.0,1.953941246,0
14_1-183_1,2,0,0.0,2.018444394,0
14_1-196_1,5,0,0.0,2.0035072459999994,1
14_1-20_1,25,18,0.72,0.9637761309999996,0
14_1-21_1,3,3,1.0,0.9642171339999996,0
14_1-228_2,3,0,0.0,2.196245074,0
14_1-229_3,91,0,0.0,2.1778404129999998,0
14_1-230_1,5,0,0.0,2.167710617,0
14_1-233_1,11,0,0.0,2.178912508,0
14_1-233_3,23,0,0.0,2.18017305,0
14_1-234_1,1,0,0.0,2.173309763,0
14_1-234_2,5,0,0.0,2.169955175,0
14_1-238_3,75,0,0.0,2.1582840399999994,0
14_1-246_1,2,0,0.0,2.0448637569999994,1
14_1-24_2,2,1,0.5,0.9720760229999996,0
14_1-268_1,6,0,0.0,2.190842076,0
14_1-269_1,1,0,0.0,2.185938324999999,0
14_1-26_2,61,10,0.16393442622950818,0.976254246,0
14_1-26_3,9,0,0.0,0.9653611879999991,0
14_1-282_1,1,0,0.0,2.134587894,1
14_1-283_1,6,0,0.0,2.066157711,0
14_1-294_1,5,0,0.0,2.352539536,0
14_1-297_1,3,0,0.0,2.008194659,0
14_1-298_1,1,0,0.0,2.221811293,0
14_1-29_1,2,1,0.5,0.8762668639999998,0
14_1-300_1,3,0,0.0,2.228417615,0
14_1-30_1,3,0,0.0,0.9650837439999996,0
14_1-312_1,2,0,0.0,1.640668816,0
14_1-314_1,1,0,0.0,1.634051261,0
14_1-318_13,1,0,0.0,1.63485971,0
14_1-318_21,3,0,0.0,1.627357734,0
14_1-318_38,4,0,0.0,1.629505018,0
14_1-318_39,1,0,0.0,1.6311267429999998,0
14_1-318_44,2,0,0.0,1.630471183,0
14_1-318_54,8,0,0.0,1.630378229,0
14_1-318_56,43,0,0.0,1.628001681,0
14_1-318_58,1,0,0.0,1.6312098869999998,0
14_1-318_8,8,0,0.0,1.636783396,0
14_1-31_2,2,0,0.0,0.9850728239999996,0
14_1-324_1,2,0,0.0,1.6175956890000005,0
14_1-325_1,1,0,0.0,1.697143322,0
14_1-326_1,23,0,0.0,1.677657367,0
14_1-32_1,53,3,0.05660377358490566,0.8605169269999999,0
14_1-330_1,15,0,0.0,1.779977816,0
14_1-331_1,11,0,0.0,1.758553915,0
14_1-332_1,4,0,0.0,1.806590183,0
14_1-333_1,2,0,0.0,1.7454314709999996,0
14_1-334_1,53,0,0.0,1.7614496310000003,0
14_1-334_3,9,0,0.0,1.768595995,0
14_1-335_1,832,0,0.0,1.758653134,0
14_1-336_1,31,0,0.0,1.776641682,0
14_1-337_1,9,0,0.0,1.800643651,0
14_1-338_1,521,0,0.0,1.7928189159999997,0
14_1-36_1,9,3,0.3333333333333333,0.8781474469999999,0
14_1-37_1,6,0,0.0,0.8716838599999996,0
14_1-38_1,1,0,0.0,0.8575749679999998,0
14_1-39_2,14,7,0.5,0.8655285159999999,0
14_1-39_3,1,0,0.0,0.8717356299999999,0
14_1-39_5,24,6,0.25,0.8702915129999997,0
14_1-40_1,23,7,0.30434782608695654,0.8671024009999999,0
14_1-41_1,2,0,0.0,0.8748242019999997,0
14_1-42_1,9,1,0.1111111111111111,0.8617834379999998,0
14_1-42_2,65,9,0.13846153846153847,0.8609911590000001,0
14_1-43_1,41,13,0.3170731707317073,0.867580169,0
14_1-44_1,38,14,0.3684210526315789,0.8726523069999996,0
14_1-44_3,78,23,0.2948717948717949,0.8733627469999998,0
14_1-45_1,344,44,0.12790697674418605,0.9528290599999996,0
14_1-46_1,112,34,0.30357142857142855,0.8214524359999995,0
14_1-47_2,4,0,0.0,0.8258619509999998,0
14_1-48_2,177,41,0.23163841807909605,0.8836744359999997,0
14_1-4_2,3,0,0.0,0.3332344960000002,0
14_1-4_3,7,0,0.0,0.3309911439999999,0
14_1-50_1,13,2,0.15384615384615385,0.8786373529999998,0
14_1-51_1,5,2,0.4,0.8812155829999995,0
14_1-52_1,30,9,0.3,0.8857504239999998,0
14_1-66_3,7,0,0.0,1.678492827,1
14_1-66_4,2,0,0.0,1.6729324049999998,1
14_1-66_5,261,0,0.0,1.6714506109999998,1
14_1-76_2,8,0,0.0,1.667824447,0
14_1-77_2,2,0,0.0,1.656283483,0
14_1-80_1,2,0,0.0,1.5738323709999995,1
14_1-90_1,16,0,0.0,2.141764836,0
14_1-96_1,38,0,0.0,2.301790684,0
14_1-97_1,58,0,0.0,2.333938765,0
14_1-99_2,5,0,0.0,2.133879292,0
150_1-181_3,1,0,0.0,1.233292996,0
150_1-223_1,1,0,0.0,1.3704587089999998,0
150_1-229_3,15,0,0.0,1.457192162999999,0
150_1-233_1,2,0,0.0,1.4582642579999994,0
150_1-233_3,2,0,0.0,1.4595247999999996,0
150_1-318_38,2,0,0.0,1.6612506719999998,0
150_1-318_46,2,0,0.0,1.6637477789999997,0
150_1-318_56,5,0,0.0,1.6597473349999998,0
150_1-334_1,3,1,0.3333333333333333,1.793195285,0
150_1-335_1,32,0,0.0,1.790398788,0
150_1-338_1,41,0,0.0,1.8245645699999995,0
150_1-36_1,2,0,0.0,2.290414505,0
150_1-39_2,1,0,0.0,2.277795574,0
150_1-39_5,2,0,0.0,2.282558571,0
150_1-42_2,1,0,0.0,2.273258217,0
150_1-44_3,6,0,0.0,2.285629805,0
150_1-45_1,5,0,0.0,2.3650961179999994,0
150_1-46_1,8,0,0.0,2.233719494,0
150_1-48_2,28,0,0.0,2.295941494,0
150_1-50_1,5,0,0.0,2.290904411,0
150_1-66_5,12,0,0.0,1.907443671,1
150_1-77_2,1,0,0.0,1.892276543,0
150_1-78_3,1,0,0.0,1.893141001,0
150_1-96_1,6,0,0.0,1.5811424339999998,0
150_1-99_2,1,0,0.0,1.413231042,0
152_1-178_1,6,0,0.0,1.7234079479999995,0
152_1-179_1,2,0,0.0,1.2424884979999995,0
152_1-181_3,2,0,0.0,1.249702884,0
152_1-208_1,3,0,0.0,1.438781003,0
152_1-223_1,4,0,0.0,1.386868597,0
152_1-229_3,14,0,0.0,1.4736020509999994,0
152_1-257_1,3,0,0.0,0.496261278,0
152_1-268_1,8,0,0.0,1.4866037139999997,0
152_1-26_2,27,0,0.0,2.404931192,0
152_1-294_1,3,0,0.0,1.6483011739999998,0
152_1-314_1,1,0,0.0,1.6822068029999997,0
152_1-318_21,4,0,0.0,1.675513276,0
152_1-318_54,4,0,0.0,1.678533771,0
152_1-318_56,31,0,0.0,1.676157223,0
152_1-326_1,51,0,0.0,1.725812909,0
152_1-32_1,12,0,0.0,2.289193873,0
152_1-330_1,4,0,0.0,1.828133358,0
152_1-333_1,1,0,0.0,1.7935870129999996,0
152_1-334_1,2,0,0.0,1.809605173,0
152_1-334_3,5,0,0.0,1.816751537,0
152_1-335_1,150,0,0.0,1.806808676,0
152_1-338_1,169,2,0.011834319526627219,1.840974458,0
152_1-37_1,4,0,0.0,2.300360806,0
152_1-39_2,4,0,0.0,2.294205462,0
152_1-39_5,5,0,0.0,2.298968459,0
152_1-40_1,3,0,0.0,2.295779347,0
152_1-42_2,7,0,0.0,2.289668105,0
152_1-43_1,5,0,0.0,2.296257115,0
152_1-44_1,5,0,0.0,2.301329253,0
152_1-44_3,8,0,0.0,2.302039693,0
152_1-44_4,1,0,0.0,2.310601419,0
152_1-45_1,20,0,0.0,2.3815060059999995,0
152_1-46_1,32,0,0.0,2.2501293819999995,0
152_1-48_2,47,5,0.10638297872340426,2.312351382,0
152_1-50_1,6,0,0.0,2.307314299,0
152_1-51_1,5,0,0.0,2.3098925289999994,0
152_1-66_5,107,0,0.0,1.923853559,1
152_1-69_1,1,0,0.0,1.921005515,1
152_1-96_1,10,0,0.0,1.597552322,0
152_1-97_1,2,0,0.0,1.6297004029999995,0
161_1-171_1,2,0,0.0,0.5362578280000001,1
161_1-229_3,5,0,0.0,1.4979780139999996,0
161_1-26_3,6,0,0.0,2.4184140969999994,0
161_1-298_1,13,0,0.0,1.541948894,0
161_1-318_13,2,0,0.0,1.707391215,0
161_1-326_1,1,0,0.0,1.7501888719999998,0
161_1-32_1,10,0,0.0,2.313569836,0
161_1-335_1,41,0,0.0,1.831184639,0
161_1-338_1,13,0,0.0,1.865350421,0
161_1-43_1,1,0,0.0,2.320633078,0
161_1-45_1,16,0,0.0,2.405881969,0
161_1-46_1,3,0,0.0,2.274505345,0
161_1-48_2,2,0,0.0,2.3367273449999995,0
161_1-52_1,1,0,0.0,2.338803333,0
161_1-66_5,13,0,0.0,1.948229522,1
171_1-229_3,14,0,0.0,1.5348856019999997,1
171_1-240_1,1,0,0.0,1.5768607469999996,1
171_1-26_2,1,0,0.0,2.466214743,1
171_1-297_1,1,0,0.0,1.3652398480000003,1
171_1-298_1,26,0,0.0,1.578856482,1
171_1-318_21,4,0,0.0,1.736796827,1
171_1-318_54,2,0,0.0,1.739817322,1
171_1-318_56,2,0,0.0,1.737440774,1
171_1-326_1,3,0,0.0,1.78709646,1
171_1-32_1,13,0,0.0,2.350477424,1
171_1-333_1,1,0,0.0,1.854870564,1
171_1-334_3,1,0,0.0,1.878035088,1
171_1-335_1,23,0,0.0,1.868092227,1
171_1-338_1,20,0,0.0,1.902258009,1
171_1-39_2,5,0,0.0,2.355489013,1
171_1-42_2,3,0,0.0,2.350951656,1
171_1-43_1,2,0,0.0,2.357540666,1
171_1-44_3,2,0,0.0,2.363323244,1
171_1-45_1,6,0,0.0,2.442789557,1
171_1-46_1,6,0,0.0,2.311412933,1
171_1-48_2,12,0,0.0,2.3736349329999995,1
171_1-52_1,2,0,0.0,2.375710921,1
171_1-55_1,3,0,0.0,1.891202146,2
171_1-66_5,51,0,0.0,1.98513711,2
171_1-90_1,1,0,0.0,1.4988100249999996,1
171_1-96_1,2,0,0.0,1.6588358729999997,1
173_1-180_1,3,0,0.0,1.300661414,1
173_1-181_3,1,0,0.0,1.2954000349999997,1
173_1-187_1,1,0,0.0,0.991045083,2
173_1-229_3,2,0,0.0,1.5192992019999996,1
173_1-26_2,5,0,0.0,2.4506283429999995,1
173_1-318_56,4,0,0.0,1.721854374,1
173_1-326_1,2,0,0.0,1.7715100599999998,1
173_1-333_1,10,0,0.0,1.839284164,1
173_1-335_1,3,0,0.0,1.852505827,1
173_1-338_1,11,0,0.0,1.886671609,1
173_1-42_2,1,0,0.0,2.335365256,1
173_1-44_3,2,0,0.0,2.3477368439999995,1
173_1-45_1,2,0,0.0,2.427203157,1
173_1-46_1,2,0,0.0,2.295826533,1
173_1-48_2,2,0,0.0,2.3580485329999994,1
173_1-66_5,12,0,0.0,1.96955071,2
173_1-90_1,4,0,0.0,1.4832236249999995,1
173_1-96_1,1,0,0.0,1.6432494729999996,1
175_1-178_2,6,0,0.0,0.2554286760000002,0
175_1-20_1,6,0,0.0,2.605222726,0
175_1-229_3,3,0,0.0,1.0872963299999991,0
175_1-233_3,2,0,0.0,1.0896289669999994,0
175_1-26_2,4,0,0.0,2.617700841,0
175_1-29_1,2,0,0.0,2.517713459,0
175_1-308_1,1,0,0.0,1.989967927,0
175_1-318_13,6,0,0.0,1.895784901,0
175_1-318_19,2,0,0.0,1.889006897,0
175_1-326_1,2,0,0.0,1.938582558,0
175_1-32_1,5,0,0.0,2.501963522,0
175_1-330_1,2,0,0.0,2.040903007,0
175_1-334_1,6,0,0.0,2.022374822,0
175_1-335_1,52,0,0.0,2.0195783249999995,0
175_1-336_1,13,0,0.0,2.0375668730000003,0
175_1-338_1,51,0,0.0,2.053744107,0
175_1-37_1,2,0,0.0,2.5131304549999998,0
175_1-39_5,5,0,0.0,2.511738108,0
175_1-40_1,1,0,0.0,2.508548996,0
175_1-42_1,1,0,0.0,2.503230033,0
175_1-44_3,3,0,0.0,2.514809342,0
175_1-45_1,10,0,0.0,2.5942756549999992,0
175_1-47_2,1,0,0.0,2.4673085459999995,0
175_1-48_2,13,0,0.0,2.525121031,0
175_1-52_1,2,0,0.0,2.5271970189999995,0
175_1-66_5,1,0,0.0,2.136623208,1
175_1-97_1,5,0,0.0,1.243394682,0
176_1-229_3,10,0,0.0,1.0597195179999996,0
176_1-335_1,35,0,0.0,1.992001513,0
176_1-338_1,30,0,0.0,2.026167295,0
176_1-97_1,5,0,0.0,1.2158178699999995,0
178_1-20_1,2,0,0.0,2.667851209,0
178_1-240_1,1,0,0.0,1.1918999579999996,0
178_1-268_1,12,0,0.0,1.162926475999999,0
178_1-26_2,8,0,0.0,2.6803293239999992,0
178_1-297_1,1,0,0.0,0.8602732349999997,0
178_1-318_38,4,0,0.0,1.953058692,0
178_1-318_5,9,0,0.0,1.958922569,0
178_1-32_1,3,0,0.0,2.5645920049999997,0
178_1-334_1,6,0,0.0,2.085003305,0
178_1-334_3,3,0,0.0,2.0921496689999994,0
178_1-335_1,55,0,0.0,2.082206808,0
178_1-336_1,8,1,0.125,2.1001953559999995,0
178_1-338_1,43,0,0.0,2.11637259,0
178_1-36_1,1,0,0.0,2.5822225249999997,0
178_1-37_1,2,0,0.0,2.5757589379999994,0
178_1-39_2,2,0,0.0,2.569603594,0
178_1-39_5,4,0,0.0,2.5743665909999995,0
178_1-40_1,3,0,0.0,2.571177479,0
178_1-42_1,1,1,1.0,2.565858516,0
178_1-42_2,5,0,0.0,2.5650662369999995,0
178_1-43_1,1,0,0.0,2.571655247,0
178_1-44_1,7,0,0.0,2.5767273849999994,0
178_1-44_3,5,0,0.0,2.577437825,0
178_1-45_1,33,0,0.0,2.656904138,0
178_1-46_1,8,0,0.0,2.525527514,0
178_1-48_2,14,1,0.07142857142857142,2.5877495139999995,0
178_1-50_1,1,0,0.0,2.582712431,0
178_1-66_5,13,0,0.0,2.199251691,1
178_1-96_1,3,0,0.0,1.2738750839999995,0
178_2-20_1,10,0,0.0,2.667146844,0
178_2-26_2,7,0,0.0,2.6796249589999994,0
178_2-26_3,1,0,0.0,2.668731901,0
178_2-283_1,1,0,0.0,1.636613116,0
178_2-29_1,3,0,0.0,2.579637577,0
178_2-326_1,1,0,0.0,2.000506676,0
